path,gt,gt_name,pred,pred_name,p_real,p_fake,p_filter,correct
C:\My_Project\AIGC\lfw\Nizar_Trabelsi\Nizar_Trabelsi_0001.jpg,0,real,0,real,0.9566884636878967,0.03281436115503311,0.010497120209038258,1
C:\My_Project\AIGC\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0058.jpg,0,real,0,real,0.9587286114692688,0.03184306249022484,0.009428284130990505,1
C:\My_Project\AIGC\lfw\Adrien_Brody\Adrien_Brody_0009.jpg,0,real,0,real,0.9631059169769287,0.026049267500638962,0.010844803415238857,1
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0025.jpg,0,real,0,real,0.942694365978241,0.039950598031282425,0.017355063930153847,1
C:\My_Project\AIGC\lfw\Zhang_Ziyi\Zhang_Ziyi_0004.jpg,0,real,0,real,0.8831114768981934,0.05006880685687065,0.0668196901679039,1
C:\My_Project\AIGC\lfw\Darryl_McDaniels\Darryl_McDaniels_0001.jpg,0,real,0,real,0.9219038486480713,0.04612778127193451,0.03196834400296211,1
C:\My_Project\AIGC\lfw\Serena_Williams\Serena_Williams_0045.jpg,0,real,0,real,0.9537101984024048,0.03959793224930763,0.00669180927798152,1
C:\My_Project\AIGC\lfw\Jon_Gruden\Jon_Gruden_0005.jpg,0,real,0,real,0.9543172717094421,0.038368962705135345,0.0073136864230036736,1
C:\My_Project\AIGC\lfw\Jack_Straw\Jack_Straw_0016.jpg,0,real,0,real,0.9383774399757385,0.040230173617601395,0.021392440423369408,1
C:\My_Project\AIGC\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0053.jpg,0,real,0,real,0.569068968296051,0.11192897707223892,0.31900203227996826,1
C:\My_Project\AIGC\lfw\Daniell_Sunjata\Daniell_Sunjata_0001.jpg,0,real,0,real,0.9162063002586365,0.043182581663131714,0.0406111441552639,1
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0102.jpg,0,real,0,real,0.9414573311805725,0.03385195508599281,0.024690726771950722,1
C:\My_Project\AIGC\lfw\Ismael_Miranda\Ismael_Miranda_0001.jpg,0,real,0,real,0.9443820714950562,0.044219620525836945,0.01139827910810709,1
C:\My_Project\AIGC\lfw\Brian_Griese\Brian_Griese_0001.jpg,0,real,0,real,0.9201761484146118,0.04424168914556503,0.03558214008808136,1
C:\My_Project\AIGC\lfw\Jeong_Se-hyun\Jeong_Se-hyun_0003.jpg,0,real,0,real,0.9301794171333313,0.03945527598261833,0.030365359038114548,1
C:\My_Project\AIGC\lfw\Bruna_Colosio\Bruna_Colosio_0001.jpg,0,real,0,real,0.9158015251159668,0.045875001698732376,0.03832351788878441,1
C:\My_Project\AIGC\lfw\Jason_Priestley\Jason_Priestley_0001.jpg,0,real,0,real,0.9665352702140808,0.026155570521950722,0.007309150882065296,1
C:\My_Project\AIGC\lfw\Jacques_Chirac\Jacques_Chirac_0041.jpg,0,real,0,real,0.934856116771698,0.04377105087041855,0.02137281559407711,1
C:\My_Project\AIGC\lfw\Paul-Henri_Mathieu\Paul-Henri_Mathieu_0002.jpg,0,real,0,real,0.9290078282356262,0.0380592942237854,0.03293285146355629,1
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0390.jpg,0,real,0,real,0.9459896087646484,0.040546268224716187,0.013464154675602913,1
C:\My_Project\AIGC\lfw\Zoe_Ball\Zoe_Ball_0001.jpg,0,real,0,real,0.959258496761322,0.030155517160892487,0.010585911571979523,1
C:\My_Project\AIGC\lfw\Annette_Bening\Annette_Bening_0002.jpg,0,real,0,real,0.7017377018928528,0.08849910646677017,0.20976319909095764,1
C:\My_Project\AIGC\lfw\Kimberly_Bruckner\Kimberly_Bruckner_0001.jpg,0,real,0,real,0.8825502395629883,0.10283318907022476,0.014616535045206547,1
C:\My_Project\AIGC\lfw\MC_Hammer\MC_Hammer_0001.jpg,0,real,0,real,0.9450410008430481,0.03664734587073326,0.018311757594347,1
C:\My_Project\AIGC\lfw\Christopher_Walken\Christopher_Walken_0004.jpg,0,real,0,real,0.937781035900116,0.04304748401045799,0.01917145401239395,1
C:\My_Project\AIGC\lfw\Jennifer_Lopez\Jennifer_Lopez_0017.jpg,0,real,0,real,0.9091118574142456,0.05079679191112518,0.04009135812520981,1
C:\My_Project\AIGC\lfw\Bill_Graham\Bill_Graham_0002.jpg,0,real,0,real,0.956418514251709,0.035631533712148666,0.007949983701109886,1
C:\My_Project\AIGC\lfw\Michelle_Branch\Michelle_Branch_0002.jpg,0,real,0,real,0.9549161791801453,0.03125026449561119,0.013833590783178806,1
C:\My_Project\AIGC\lfw\Gray_Davis\Gray_Davis_0009.jpg,0,real,0,real,0.9343502521514893,0.04602576047182083,0.019623946398496628,1
C:\My_Project\AIGC\lfw\Prince_Willem-Alexander\Prince_Willem-Alexander_0003.jpg,0,real,0,real,0.9571492075920105,0.03154304251074791,0.011307784356176853,1
C:\My_Project\AIGC\lfw\Peter_Mansbridge\Peter_Mansbridge_0001.jpg,0,real,0,real,0.9504619240760803,0.03417830541729927,0.015359718352556229,1
C:\My_Project\AIGC\lfw\Naoto_Kan\Naoto_Kan_0004.jpg,0,real,0,real,0.8613451719284058,0.05504830926656723,0.0836065337061882,1
C:\My_Project\AIGC\lfw\Dora_Bakoyianni\Dora_Bakoyianni_0001.jpg,0,real,0,real,0.8303765654563904,0.06285801529884338,0.10676537454128265,1
C:\My_Project\AIGC\lfw\Sheryl_Crow\Sheryl_Crow_0001.jpg,0,real,2,filter,0.4477640390396118,0.08888481557369232,0.46335113048553467,0
C:\My_Project\AIGC\lfw\Ben_Curtis\Ben_Curtis_0003.jpg,0,real,0,real,0.9166994094848633,0.0433080680668354,0.039992555975914,1
C:\My_Project\AIGC\lfw\Anthony_Hazen\Anthony_Hazen_0001.jpg,0,real,0,real,0.8946669101715088,0.0524701327085495,0.05286295339465141,1
C:\My_Project\AIGC\lfw\Vadim_Strogalev\Vadim_Strogalev_0001.jpg,0,real,0,real,0.8660147190093994,0.04906146600842476,0.0849238857626915,1
C:\My_Project\AIGC\lfw\Gonzalo_Sanchez_de_Lozada\Gonzalo_Sanchez_de_Lozada_0001.jpg,0,real,0,real,0.8209148645401001,0.0566360279917717,0.12244915217161179,1
C:\My_Project\AIGC\lfw\Bill_Mauldin\Bill_Mauldin_0001.jpg,0,real,0,real,0.9539709687232971,0.03812357783317566,0.007905540987849236,1
C:\My_Project\AIGC\lfw\Gary_Locke\Gary_Locke_0002.jpg,0,real,0,real,0.9558507204055786,0.03217339515686035,0.011975900270044804,1
C:\My_Project\AIGC\lfw\Carla_Gugino\Carla_Gugino_0001.jpg,0,real,0,real,0.9082548022270203,0.05049516260623932,0.04125005751848221,1
C:\My_Project\AIGC\lfw\Jeong_Se-hyun\Jeong_Se-hyun_0006.jpg,0,real,0,real,0.9531140327453613,0.03672391176223755,0.010162094607949257,1
C:\My_Project\AIGC\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0055.jpg,0,real,0,real,0.9488472938537598,0.04156816378235817,0.009584465995430946,1
C:\My_Project\AIGC\lfw\Randall_Terry\Randall_Terry_0001.jpg,0,real,0,real,0.9484145045280457,0.0407528318464756,0.010832555592060089,1
C:\My_Project\AIGC\lfw\David_Beckham\David_Beckham_0015.jpg,0,real,0,real,0.891179621219635,0.04478353261947632,0.06403683125972748,1
C:\My_Project\AIGC\lfw\Jeffrey_Ashby\Jeffrey_Ashby_0001.jpg,0,real,0,real,0.8920785784721375,0.06248904764652252,0.0454324409365654,1
C:\My_Project\AIGC\lfw\Jane_Fonda\Jane_Fonda_0001.jpg,0,real,0,real,0.9207437634468079,0.05206671729683876,0.027189530432224274,1
C:\My_Project\AIGC\lfw\Emma_Watson\Emma_Watson_0002.jpg,0,real,0,real,0.9382810592651367,0.03977834805846214,0.021940583363175392,1
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0431.jpg,0,real,0,real,0.9561445713043213,0.035074383020401,0.008781089447438717,1
C:\My_Project\AIGC\lfw\Shane_Warne\Shane_Warne_0002.jpg,0,real,0,real,0.9523895382881165,0.03231925144791603,0.015291162766516209,1
C:\My_Project\AIGC\lfw\Saddam_Hussein\Saddam_Hussein_0005.jpg,0,real,0,real,0.9527871012687683,0.0350869782269001,0.012125873938202858,1
C:\My_Project\AIGC\lfw\Bernice_Wong\Bernice_Wong_0001.jpg,0,real,0,real,0.9242439270019531,0.041367627680301666,0.03438843414187431,1
C:\My_Project\AIGC\lfw\Paul_Martin\Paul_Martin_0006.jpg,0,real,0,real,0.94935542345047,0.03264723718166351,0.01799727790057659,1
C:\My_Project\AIGC\lfw\Debbie_Reynolds\Debbie_Reynolds_0001.jpg,0,real,0,real,0.919565737247467,0.03844783827662468,0.04198634997010231,1
C:\My_Project\AIGC\lfw\Matt_Damon\Matt_Damon_0003.jpg,0,real,0,real,0.864568293094635,0.1197148859500885,0.015716835856437683,1
C:\My_Project\AIGC\lfw\Tamara_Mowry\Tamara_Mowry_0001.jpg,0,real,0,real,0.9035757184028625,0.050441619008779526,0.045982725918293,1
C:\My_Project\AIGC\lfw\David_Beckham\David_Beckham_0028.jpg,0,real,0,real,0.9353050589561462,0.04221717640757561,0.022477809339761734,1
C:\My_Project\AIGC\lfw\Kim_Ryong-sung\Kim_Ryong-sung_0006.jpg,0,real,0,real,0.9055858254432678,0.056566495448350906,0.037847649306058884,1
C:\My_Project\AIGC\lfw\Jennifer_Thompson\Jennifer_Thompson_0002.jpg,0,real,0,real,0.9626585841178894,0.030740393325686455,0.006600959226489067,1
C:\My_Project\AIGC\lfw\Sam_Mendes\Sam_Mendes_0002.jpg,0,real,0,real,0.9142035841941833,0.04596320167183876,0.039833199232816696,1
C:\My_Project\AIGC\lfw\Mike_Krzyzewski\Mike_Krzyzewski_0003.jpg,0,real,0,real,0.9404389262199402,0.04673169553279877,0.012829390354454517,1
C:\My_Project\AIGC\lfw\Ferenc_Madl\Ferenc_Madl_0001.jpg,0,real,0,real,0.6686414480209351,0.0776154100894928,0.25374311208724976,1
C:\My_Project\AIGC\lfw\Saddam_Hussein\Saddam_Hussein_0022.jpg,0,real,0,real,0.9347843527793884,0.04533734545111656,0.019878273829817772,1
C:\My_Project\AIGC\lfw\Hugo_Chavez\Hugo_Chavez_0008.jpg,0,real,0,real,0.8318337798118591,0.05825594440102577,0.10991023480892181,1
C:\My_Project\AIGC\lfw\Trent_Lott\Trent_Lott_0001.jpg,0,real,0,real,0.9056923985481262,0.05156433582305908,0.0427432619035244,1
C:\My_Project\AIGC\lfw\Venus_Williams\Venus_Williams_0009.jpg,0,real,0,real,0.938327431678772,0.036054931581020355,0.025617558509111404,1
C:\My_Project\AIGC\lfw\Arnold_Palmer\Arnold_Palmer_0001.jpg,0,real,0,real,0.9377115368843079,0.036417827010154724,0.025870608165860176,1
C:\My_Project\AIGC\lfw\Fred_Funk\Fred_Funk_0001.jpg,0,real,0,real,0.9497798085212708,0.03669874370098114,0.013521499000489712,1
C:\My_Project\AIGC\lfw\Ana_Sebastiao\Ana_Sebastiao_0001.jpg,0,real,0,real,0.9549816846847534,0.03470059856772423,0.010317644104361534,1
C:\My_Project\AIGC\lfw\Zarai_Toledo\Zarai_Toledo_0002.jpg,0,real,0,real,0.9587352871894836,0.029469018802046776,0.011795681901276112,1
C:\My_Project\AIGC\lfw\Henry_Hyde\Henry_Hyde_0001.jpg,0,real,0,real,0.9291646480560303,0.0417279414832592,0.029107384383678436,1
C:\My_Project\AIGC\lfw\John_Ashcroft\John_Ashcroft_0010.jpg,0,real,0,real,0.9335150122642517,0.04231427609920502,0.024170687422156334,1
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0443.jpg,0,real,0,real,0.9301067590713501,0.04235779866576195,0.027535390108823776,1
C:\My_Project\AIGC\lfw\Barry_Nakell\Barry_Nakell_0001.jpg,0,real,0,real,0.5401493310928345,0.1038135513663292,0.35603705048561096,1
C:\My_Project\AIGC\lfw\Eric_Christian_Olsen\Eric_Christian_Olsen_0001.jpg,0,real,0,real,0.762897789478302,0.09402257204055786,0.14307957887649536,1
C:\My_Project\AIGC\lfw\Mohammed_Al-Douri\Mohammed_Al-Douri_0010.jpg,0,real,0,real,0.9306474924087524,0.04578566923737526,0.023566778749227524,1
C:\My_Project\AIGC\lfw\Steven_Feldman\Steven_Feldman_0001.jpg,0,real,2,filter,0.3766842186450958,0.09403272718191147,0.5292829871177673,0
C:\My_Project\AIGC\lfw\Helen_Clark\Helen_Clark_0004.jpg,0,real,0,real,0.9596360921859741,0.03313452750444412,0.007229368202388287,1
C:\My_Project\AIGC\lfw\Rick_Romley\Rick_Romley_0001.jpg,0,real,0,real,0.9335293769836426,0.04144999012351036,0.025020631030201912,1
C:\My_Project\AIGC\lfw\Lucrecia_Orozco\Lucrecia_Orozco_0001.jpg,0,real,0,real,0.9381070137023926,0.03736335411667824,0.024529747664928436,1
C:\My_Project\AIGC\lfw\Renee_Zellweger\Renee_Zellweger_0005.jpg,0,real,0,real,0.9483465552330017,0.037082500755786896,0.014570874162018299,1
C:\My_Project\AIGC\lfw\Khatol_Mohammad_Zai\Khatol_Mohammad_Zai_0001.jpg,0,real,0,real,0.8847014307975769,0.046377453953027725,0.06892117857933044,1
C:\My_Project\AIGC\lfw\Colin_Powell\Colin_Powell_0147.jpg,0,real,0,real,0.9043582081794739,0.0488719679415226,0.04676973819732666,1
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0396.jpg,0,real,0,real,0.9441308975219727,0.03999470919370651,0.01587437279522419,1
C:\My_Project\AIGC\lfw\Colin_Powell\Colin_Powell_0094.jpg,0,real,0,real,0.9063723087310791,0.04604341834783554,0.04758421704173088,1
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0097.jpg,0,real,0,real,0.9491550922393799,0.03602425754070282,0.014820652082562447,1
C:\My_Project\AIGC\lfw\Toby_Keith\Toby_Keith_0001.jpg,0,real,2,filter,0.08383451402187347,0.10509996116161346,0.8110655546188354,0
C:\My_Project\AIGC\lfw\Mikhail_Youzhny\Mikhail_Youzhny_0003.jpg,0,real,0,real,0.9088331460952759,0.04804827645421028,0.04311856999993324,1
C:\My_Project\AIGC\lfw\Mekhi_Phifer\Mekhi_Phifer_0001.jpg,0,real,0,real,0.9443268179893494,0.04799892008304596,0.007674347143620253,1
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0361.jpg,0,real,2,filter,0.4256476163864136,0.10788039863109589,0.46647194027900696,0
C:\My_Project\AIGC\lfw\Tommy_Haas\Tommy_Haas_0004.jpg,0,real,0,real,0.9270245432853699,0.03775053471326828,0.03522498160600662,1
C:\My_Project\AIGC\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0004.jpg,0,real,0,real,0.9126157760620117,0.04240474849939346,0.04497946426272392,1
C:\My_Project\AIGC\lfw\Jose_Maria_Aznar\Jose_Maria_Aznar_0001.jpg,0,real,2,filter,0.31451845169067383,0.1045808419585228,0.5809006690979004,0
C:\My_Project\AIGC\lfw\Nestor_Kirchner\Nestor_Kirchner_0033.jpg,0,real,0,real,0.8984761238098145,0.05423756688833237,0.047286368906497955,1
C:\My_Project\AIGC\lfw\John_Abizaid\John_Abizaid_0002.jpg,0,real,0,real,0.9528226852416992,0.03348497673869133,0.013692371547222137,1
C:\My_Project\AIGC\lfw\Colin_Powell\Colin_Powell_0073.jpg,0,real,0,real,0.9402207136154175,0.03721252456307411,0.022566700354218483,1
C:\My_Project\AIGC\lfw\Mahmoud_Abbas\Mahmoud_Abbas_0017.jpg,0,real,0,real,0.9255535006523132,0.0467299222946167,0.027716560289263725,1
C:\My_Project\AIGC\lfw\Brandon_Webb\Brandon_Webb_0001.jpg,0,real,0,real,0.9179002642631531,0.05322325602173805,0.028876464813947678,1
C:\My_Project\AIGC\lfw\Tom_Ridge\Tom_Ridge_0031.jpg,0,real,0,real,0.9464641213417053,0.038975443691015244,0.014560490846633911,1
C:\My_Project\AIGC\lfw\Antonio_Elias_Saca\Antonio_Elias_Saca_0001.jpg,0,real,0,real,0.9281831383705139,0.04692399129271507,0.024892881512641907,1
C:\My_Project\AIGC\lfw\Cate_Blanchett\Cate_Blanchett_0001.jpg,0,real,0,real,0.945411741733551,0.035027239471673965,0.01956101320683956,1
C:\My_Project\AIGC\lfw\Cruz_Bustamante\Cruz_Bustamante_0004.jpg,0,real,0,real,0.7233551740646362,0.2606721520423889,0.015972640365362167,1
C:\My_Project\AIGC\lfw\Prince_Charles\Prince_Charles_0004.jpg,0,real,0,real,0.5356477499008179,0.08363313227891922,0.38071906566619873,1
C:\My_Project\AIGC\lfw\William_Ford_Jr\William_Ford_Jr_0005.jpg,0,real,0,real,0.9616838693618774,0.03211365267634392,0.006202438846230507,1
C:\My_Project\AIGC\lfw\Rudolph_Giuliani\Rudolph_Giuliani_0024.jpg,0,real,0,real,0.8935171365737915,0.06264356523752213,0.04383924975991249,1
C:\My_Project\AIGC\lfw\Jon_Constance\Jon_Constance_0001.jpg,0,real,0,real,0.9500652551651001,0.04091949015855789,0.009015192277729511,1
C:\My_Project\AIGC\lfw\Oswaldo_Paya\Oswaldo_Paya_0002.jpg,0,real,0,real,0.9368094801902771,0.04606449976563454,0.017126016318798065,1
C:\My_Project\AIGC\lfw\Augustin_Calleri\Augustin_Calleri_0004.jpg,0,real,0,real,0.9471796154975891,0.041203081607818604,0.011617311276495457,1
C:\My_Project\AIGC\lfw\Jeremy_Greenstock\Jeremy_Greenstock_0019.jpg,0,real,0,real,0.9228911399841309,0.04375539720058441,0.0333535261452198,1
C:\My_Project\AIGC\lfw\Kristin_Davis\Kristin_Davis_0003.jpg,0,real,0,real,0.9530171155929565,0.03709249198436737,0.009890415705740452,1
C:\My_Project\AIGC\lfw\Martin_Sheen\Martin_Sheen_0002.jpg,0,real,0,real,0.953917920589447,0.03576532006263733,0.010316722095012665,1
C:\My_Project\AIGC\lfw\Michelle_Yeoh\Michelle_Yeoh_0002.jpg,0,real,0,real,0.878325343132019,0.04249933362007141,0.07917524129152298,1
C:\My_Project\AIGC\lfw\Alberto_Fujimori\Alberto_Fujimori_0001.jpg,0,real,0,real,0.9297640323638916,0.04154902696609497,0.028686918318271637,1
C:\My_Project\AIGC\lfw\Rudolph_Giuliani\Rudolph_Giuliani_0020.jpg,0,real,0,real,0.8609481453895569,0.05738309025764465,0.08166878670454025,1
C:\My_Project\AIGC\lfw\Chan_Gailey\Chan_Gailey_0003.jpg,0,real,0,real,0.90488201379776,0.049491386860609055,0.0456266812980175,1
C:\My_Project\AIGC\lfw\Russ_Ortiz\Russ_Ortiz_0001.jpg,0,real,0,real,0.959689199924469,0.03276124596595764,0.007549489848315716,1
C:\My_Project\AIGC\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0009.jpg,0,real,0,real,0.9462011456489563,0.040893472731113434,0.012905345298349857,1
C:\My_Project\AIGC\lfw\Tom_Daschle\Tom_Daschle_0012.jpg,0,real,0,real,0.9465618133544922,0.042430877685546875,0.01100732758641243,1
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0428.jpg,0,real,0,real,0.9523389339447021,0.033722538501024246,0.013938428834080696,1
C:\My_Project\AIGC\lfw\Trent_Lott\Trent_Lott_0005.jpg,0,real,0,real,0.9520029425621033,0.032528333365917206,0.01546872965991497,1
C:\My_Project\AIGC\lfw\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0019.jpg,0,real,0,real,0.9392382502555847,0.0478447787463665,0.012916903011500835,1
C:\My_Project\AIGC\lfw\Jack_Straw\Jack_Straw_0015.jpg,0,real,0,real,0.7833496928215027,0.07536374777555466,0.14128658175468445,1
C:\My_Project\AIGC\lfw\Gray_Davis\Gray_Davis_0014.jpg,0,real,0,real,0.8244894742965698,0.05906645581126213,0.11644408106803894,1
C:\My_Project\AIGC\lfw\Juan_Manuel_Marquez\Juan_Manuel_Marquez_0003.jpg,0,real,0,real,0.9576729536056519,0.03316798061132431,0.009159083478152752,1
C:\My_Project\AIGC\lfw\Keith_Tyson\Keith_Tyson_0001.jpg,0,real,0,real,0.920232355594635,0.04260304197669029,0.03716462850570679,1
C:\My_Project\AIGC\lfw\Abdul_Rahman\Abdul_Rahman_0001.jpg,0,real,0,real,0.9338042140007019,0.038384441286325455,0.027811238542199135,1
C:\My_Project\AIGC\lfw\Steve_Coterill\Steve_Coterill_0001.jpg,0,real,0,real,0.9502031207084656,0.03455997630953789,0.015236908569931984,1
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0372.jpg,0,real,0,real,0.9282079935073853,0.04090695455670357,0.030885135754942894,1
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0076.jpg,0,real,0,real,0.9353911876678467,0.04009100794792175,0.024517763406038284,1
C:\My_Project\AIGC\lfw\Dick_Cheney\Dick_Cheney_0014.jpg,0,real,0,real,0.8620942234992981,0.05741764232516289,0.08048819750547409,1
C:\My_Project\AIGC\lfw\Carly_Fiorina\Carly_Fiorina_0001.jpg,0,real,0,real,0.9342289566993713,0.03935077786445618,0.02642018534243107,1
C:\My_Project\AIGC\lfw\Guillermo_Coria\Guillermo_Coria_0023.jpg,0,real,0,real,0.8772866725921631,0.05430701747536659,0.06840630620718002,1
C:\My_Project\AIGC\lfw\Ray_Romano\Ray_Romano_0008.jpg,0,real,0,real,0.9483252167701721,0.0397522859275341,0.011922555044293404,1
C:\My_Project\AIGC\lfw\Paul_Martin\Paul_Martin_0003.jpg,0,real,0,real,0.9378705024719238,0.04375016689300537,0.018379338085651398,1
C:\My_Project\AIGC\lfw\Eduard_Shevardnadze\Eduard_Shevardnadze_0001.jpg,0,real,0,real,0.9558926224708557,0.03386904299259186,0.010238260962069035,1
C:\My_Project\AIGC\lfw\Jennifer_Capriati\Jennifer_Capriati_0007.jpg,0,real,2,filter,0.2133433073759079,0.08803310245275497,0.6986235976219177,0
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0085.jpg,0,real,0,real,0.9328599572181702,0.04176028072834015,0.025379730388522148,1
C:\My_Project\AIGC\lfw\David_Anderson\David_Anderson_0004.jpg,0,real,0,real,0.9485077261924744,0.03524303808808327,0.016249166801571846,1
C:\My_Project\AIGC\lfw\Melina_Kanakaredes\Melina_Kanakaredes_0001.jpg,0,real,0,real,0.8104603886604309,0.05851493403315544,0.13102465867996216,1
C:\My_Project\AIGC\lfw\Mary_Carey\Mary_Carey_0001.jpg,0,real,0,real,0.9438479542732239,0.03980199620127678,0.01635010354220867,1
C:\My_Project\AIGC\lfw\Aaron_Sorkin\Aaron_Sorkin_0002.jpg,0,real,0,real,0.4614146053791046,0.0992167592048645,0.43936866521835327,1
C:\My_Project\AIGC\lfw\Paradorn_Srichaphan\Paradorn_Srichaphan_0007.jpg,0,real,0,real,0.9394918084144592,0.03743789345026016,0.02307026833295822,1
C:\My_Project\AIGC\lfw\Hugo_Chavez\Hugo_Chavez_0005.jpg,0,real,0,real,0.9456945657730103,0.03987650200724602,0.014428945258259773,1
C:\My_Project\AIGC\lfw\Lindsay_Davenport\Lindsay_Davenport_0006.jpg,0,real,0,real,0.9561138153076172,0.02825092151761055,0.015635192394256592,1
C:\My_Project\AIGC\lfw\Alfredo_Moreno\Alfredo_Moreno_0001.jpg,0,real,0,real,0.930751383304596,0.039115455001592636,0.030133113265037537,1
C:\My_Project\AIGC\lfw\Cedric_Benson\Cedric_Benson_0001.jpg,0,real,0,real,0.9454025626182556,0.03321946784853935,0.02137800119817257,1
