path	set	score	argmax
C:\My_Project\AIGC\lfw\Stephanie_Cohen_Aloro\Stephanie_Cohen_Aloro_0001.jpg	clean_real	0.066492	0
C:\My_Project\AIGC\lfw\Richard_Krajicek\Richard_Krajicek_0003.jpg	clean_real	0.035113	2
C:\My_Project\AIGC\lfw\Shamai_Leibowitz\Shamai_Leibowitz_0001.jpg	clean_real	0.040135	0
C:\My_Project\AIGC\lfw\Michael_Dell\Michael_Dell_0001.jpg	clean_real	0.050805	0
C:\My_Project\AIGC\lfw\Kate_Hudson\Kate_Hudson_0009.jpg	clean_real	0.043030	0
C:\My_Project\AIGC\lfw\Nizar_Trabelsi\Nizar_Trabelsi_0001.jpg	clean_real	0.045846	0
C:\My_Project\AIGC\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0058.jpg	clean_real	0.047453	2
C:\My_Project\AIGC\lfw\Adrien_Brody\Adrien_Brody_0009.jpg	clean_real	0.064759	2
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0025.jpg	clean_real	0.034786	0
C:\My_Project\AIGC\lfw\Zhang_Ziyi\Zhang_Ziyi_0004.jpg	clean_real	0.042762	2
C:\My_Project\AIGC\lfw\Darryl_McDaniels\Darryl_McDaniels_0001.jpg	clean_real	0.034847	0
C:\My_Project\AIGC\lfw\Serena_Williams\Serena_Williams_0045.jpg	clean_real	0.040339	0
C:\My_Project\AIGC\lfw\Jon_Gruden\Jon_Gruden_0005.jpg	clean_real	0.058017	2
C:\My_Project\AIGC\lfw\Jack_Straw\Jack_Straw_0016.jpg	clean_real	0.051526	2
C:\My_Project\AIGC\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0053.jpg	clean_real	0.035744	2
C:\My_Project\AIGC\lfw\Daniell_Sunjata\Daniell_Sunjata_0001.jpg	clean_real	0.025431	0
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0102.jpg	clean_real	0.047642	2
C:\My_Project\AIGC\lfw\Ismael_Miranda\Ismael_Miranda_0001.jpg	clean_real	0.055727	0
C:\My_Project\AIGC\lfw\Brian_Griese\Brian_Griese_0001.jpg	clean_real	0.032616	0
C:\My_Project\AIGC\lfw\Jeong_Se-hyun\Jeong_Se-hyun_0003.jpg	clean_real	0.039022	0
C:\My_Project\AIGC\lfw\Bruna_Colosio\Bruna_Colosio_0001.jpg	clean_real	0.038684	0
C:\My_Project\AIGC\lfw\Jason_Priestley\Jason_Priestley_0001.jpg	clean_real	0.037208	0
C:\My_Project\AIGC\lfw\Jacques_Chirac\Jacques_Chirac_0041.jpg	clean_real	0.049528	2
C:\My_Project\AIGC\lfw\Paul-Henri_Mathieu\Paul-Henri_Mathieu_0002.jpg	clean_real	0.043484	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0390.jpg	clean_real	0.023900	0
C:\My_Project\AIGC\lfw\Zoe_Ball\Zoe_Ball_0001.jpg	clean_real	0.045613	0
C:\My_Project\AIGC\lfw\Annette_Bening\Annette_Bening_0002.jpg	clean_real	0.043403	2
C:\My_Project\AIGC\lfw\Kimberly_Bruckner\Kimberly_Bruckner_0001.jpg	clean_real	0.042541	2
C:\My_Project\AIGC\lfw\MC_Hammer\MC_Hammer_0001.jpg	clean_real	0.048529	0
C:\My_Project\AIGC\lfw\Christopher_Walken\Christopher_Walken_0004.jpg	clean_real	0.049870	2
C:\My_Project\AIGC\lfw\Jennifer_Lopez\Jennifer_Lopez_0017.jpg	clean_real	0.044111	0
C:\My_Project\AIGC\lfw\Bill_Graham\Bill_Graham_0002.jpg	clean_real	0.032608	0
C:\My_Project\AIGC\lfw\Michelle_Branch\Michelle_Branch_0002.jpg	clean_real	0.048098	0
C:\My_Project\AIGC\lfw\Gray_Davis\Gray_Davis_0009.jpg	clean_real	0.040729	0
C:\My_Project\AIGC\lfw\Prince_Willem-Alexander\Prince_Willem-Alexander_0003.jpg	clean_real	0.041091	0
C:\My_Project\AIGC\lfw\Peter_Mansbridge\Peter_Mansbridge_0001.jpg	clean_real	0.044720	0
C:\My_Project\AIGC\lfw\Naoto_Kan\Naoto_Kan_0004.jpg	clean_real	0.047790	2
C:\My_Project\AIGC\lfw\Dora_Bakoyianni\Dora_Bakoyianni_0001.jpg	clean_real	0.049571	2
C:\My_Project\AIGC\lfw\Sheryl_Crow\Sheryl_Crow_0001.jpg	clean_real	0.062416	2
C:\My_Project\AIGC\lfw\Ben_Curtis\Ben_Curtis_0003.jpg	clean_real	0.043623	2
C:\My_Project\AIGC\lfw\Anthony_Hazen\Anthony_Hazen_0001.jpg	clean_real	0.039395	0
C:\My_Project\AIGC\lfw\Vadim_Strogalev\Vadim_Strogalev_0001.jpg	clean_real	0.048772	2
C:\My_Project\AIGC\lfw\Gonzalo_Sanchez_de_Lozada\Gonzalo_Sanchez_de_Lozada_0001.jpg	clean_real	0.043177	2
C:\My_Project\AIGC\lfw\Bill_Mauldin\Bill_Mauldin_0001.jpg	clean_real	0.037618	0
C:\My_Project\AIGC\lfw\Gary_Locke\Gary_Locke_0002.jpg	clean_real	0.056705	2
C:\My_Project\AIGC\lfw\Carla_Gugino\Carla_Gugino_0001.jpg	clean_real	0.032626	0
C:\My_Project\AIGC\lfw\Jeong_Se-hyun\Jeong_Se-hyun_0006.jpg	clean_real	0.030675	0
C:\My_Project\AIGC\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0055.jpg	clean_real	0.034393	0
C:\My_Project\AIGC\lfw\Randall_Terry\Randall_Terry_0001.jpg	clean_real	0.055860	0
C:\My_Project\AIGC\lfw\David_Beckham\David_Beckham_0015.jpg	clean_real	0.036976	0
C:\My_Project\AIGC\lfw\Jeffrey_Ashby\Jeffrey_Ashby_0001.jpg	clean_real	0.045971	2
C:\My_Project\AIGC\lfw\Jane_Fonda\Jane_Fonda_0001.jpg	clean_real	0.038021	0
C:\My_Project\AIGC\lfw\Emma_Watson\Emma_Watson_0002.jpg	clean_real	0.026596	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0431.jpg	clean_real	0.030650	0
C:\My_Project\AIGC\lfw\Shane_Warne\Shane_Warne_0002.jpg	clean_real	0.054805	2
C:\My_Project\AIGC\lfw\Saddam_Hussein\Saddam_Hussein_0005.jpg	clean_real	0.044713	0
C:\My_Project\AIGC\lfw\Bernice_Wong\Bernice_Wong_0001.jpg	clean_real	0.050126	2
C:\My_Project\AIGC\lfw\Paul_Martin\Paul_Martin_0006.jpg	clean_real	0.049719	0
C:\My_Project\AIGC\lfw\Debbie_Reynolds\Debbie_Reynolds_0001.jpg	clean_real	0.026774	0
C:\My_Project\AIGC\lfw\Matt_Damon\Matt_Damon_0003.jpg	clean_real	0.068090	2
C:\My_Project\AIGC\lfw\Tamara_Mowry\Tamara_Mowry_0001.jpg	clean_real	0.048961	2
C:\My_Project\AIGC\lfw\David_Beckham\David_Beckham_0028.jpg	clean_real	0.029265	0
C:\My_Project\AIGC\lfw\Kim_Ryong-sung\Kim_Ryong-sung_0006.jpg	clean_real	0.046193	2
C:\My_Project\AIGC\lfw\Jennifer_Thompson\Jennifer_Thompson_0002.jpg	clean_real	0.040062	0
C:\My_Project\AIGC\lfw\Sam_Mendes\Sam_Mendes_0002.jpg	clean_real	0.049119	2
C:\My_Project\AIGC\lfw\Mike_Krzyzewski\Mike_Krzyzewski_0003.jpg	clean_real	0.041218	0
C:\My_Project\AIGC\lfw\Ferenc_Madl\Ferenc_Madl_0001.jpg	clean_real	0.054932	2
C:\My_Project\AIGC\lfw\Saddam_Hussein\Saddam_Hussein_0022.jpg	clean_real	0.036852	0
C:\My_Project\AIGC\lfw\Hugo_Chavez\Hugo_Chavez_0008.jpg	clean_real	0.043904	0
C:\My_Project\AIGC\lfw\Trent_Lott\Trent_Lott_0001.jpg	clean_real	0.034241	0
C:\My_Project\AIGC\lfw\Venus_Williams\Venus_Williams_0009.jpg	clean_real	0.041892	2
C:\My_Project\AIGC\lfw\Arnold_Palmer\Arnold_Palmer_0001.jpg	clean_real	0.060723	2
C:\My_Project\AIGC\lfw\Fred_Funk\Fred_Funk_0001.jpg	clean_real	0.042336	0
C:\My_Project\AIGC\lfw\Ana_Sebastiao\Ana_Sebastiao_0001.jpg	clean_real	0.041023	0
C:\My_Project\AIGC\lfw\Zarai_Toledo\Zarai_Toledo_0002.jpg	clean_real	0.035431	0
C:\My_Project\AIGC\lfw\Henry_Hyde\Henry_Hyde_0001.jpg	clean_real	0.030415	0
C:\My_Project\AIGC\lfw\John_Ashcroft\John_Ashcroft_0010.jpg	clean_real	0.043300	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0443.jpg	clean_real	0.059835	0
C:\My_Project\AIGC\lfw\Barry_Nakell\Barry_Nakell_0001.jpg	clean_real	0.048816	2
C:\My_Project\AIGC\lfw\Eric_Christian_Olsen\Eric_Christian_Olsen_0001.jpg	clean_real	0.050152	0
C:\My_Project\AIGC\lfw\Mohammed_Al-Douri\Mohammed_Al-Douri_0010.jpg	clean_real	0.042375	2
C:\My_Project\AIGC\lfw\Steven_Feldman\Steven_Feldman_0001.jpg	clean_real	0.048085	2
C:\My_Project\AIGC\lfw\Helen_Clark\Helen_Clark_0004.jpg	clean_real	0.063963	2
C:\My_Project\AIGC\lfw\Rick_Romley\Rick_Romley_0001.jpg	clean_real	0.038945	0
C:\My_Project\AIGC\lfw\Lucrecia_Orozco\Lucrecia_Orozco_0001.jpg	clean_real	0.061220	0
C:\My_Project\AIGC\lfw\Renee_Zellweger\Renee_Zellweger_0005.jpg	clean_real	0.030278	0
C:\My_Project\AIGC\lfw\Khatol_Mohammad_Zai\Khatol_Mohammad_Zai_0001.jpg	clean_real	0.042982	2
C:\My_Project\AIGC\lfw\Colin_Powell\Colin_Powell_0147.jpg	clean_real	0.040036	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0396.jpg	clean_real	0.043134	0
C:\My_Project\AIGC\lfw\Colin_Powell\Colin_Powell_0094.jpg	clean_real	0.038706	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0097.jpg	clean_real	0.049962	0
C:\My_Project\AIGC\lfw\Toby_Keith\Toby_Keith_0001.jpg	clean_real	0.032917	2
C:\My_Project\AIGC\lfw\Mikhail_Youzhny\Mikhail_Youzhny_0003.jpg	clean_real	0.043262	2
C:\My_Project\AIGC\lfw\Mekhi_Phifer\Mekhi_Phifer_0001.jpg	clean_real	0.043149	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0361.jpg	clean_real	0.038677	0
C:\My_Project\AIGC\lfw\Tommy_Haas\Tommy_Haas_0004.jpg	clean_real	0.038815	0
C:\My_Project\AIGC\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0004.jpg	clean_real	0.053813	2
C:\My_Project\AIGC\lfw\Jose_Maria_Aznar\Jose_Maria_Aznar_0001.jpg	clean_real	0.038346	0
C:\My_Project\AIGC\lfw\Nestor_Kirchner\Nestor_Kirchner_0033.jpg	clean_real	0.041829	0
C:\My_Project\AIGC\lfw\John_Abizaid\John_Abizaid_0002.jpg	clean_real	0.049086	2
C:\My_Project\AIGC\lfw\Colin_Powell\Colin_Powell_0073.jpg	clean_real	0.046613	0
C:\My_Project\AIGC\lfw\Mahmoud_Abbas\Mahmoud_Abbas_0017.jpg	clean_real	0.049875	2
C:\My_Project\AIGC\lfw\Brandon_Webb\Brandon_Webb_0001.jpg	clean_real	0.058971	2
C:\My_Project\AIGC\lfw\Tom_Ridge\Tom_Ridge_0031.jpg	clean_real	0.032063	0
C:\My_Project\AIGC\lfw\Antonio_Elias_Saca\Antonio_Elias_Saca_0001.jpg	clean_real	0.033605	0
C:\My_Project\AIGC\lfw\Cate_Blanchett\Cate_Blanchett_0001.jpg	clean_real	0.045636	0
C:\My_Project\AIGC\lfw\Cruz_Bustamante\Cruz_Bustamante_0004.jpg	clean_real	0.069908	2
C:\My_Project\AIGC\lfw\Prince_Charles\Prince_Charles_0004.jpg	clean_real	0.050622	0
C:\My_Project\AIGC\lfw\William_Ford_Jr\William_Ford_Jr_0005.jpg	clean_real	0.050496	0
C:\My_Project\AIGC\lfw\Rudolph_Giuliani\Rudolph_Giuliani_0024.jpg	clean_real	0.030701	0
C:\My_Project\AIGC\lfw\Jon_Constance\Jon_Constance_0001.jpg	clean_real	0.049613	2
C:\My_Project\AIGC\lfw\Oswaldo_Paya\Oswaldo_Paya_0002.jpg	clean_real	0.035244	0
C:\My_Project\AIGC\lfw\Augustin_Calleri\Augustin_Calleri_0004.jpg	clean_real	0.035285	0
C:\My_Project\AIGC\lfw\Jeremy_Greenstock\Jeremy_Greenstock_0019.jpg	clean_real	0.040012	0
C:\My_Project\AIGC\lfw\Kristin_Davis\Kristin_Davis_0003.jpg	clean_real	0.026897	0
C:\My_Project\AIGC\lfw\Martin_Sheen\Martin_Sheen_0002.jpg	clean_real	0.045803	0
C:\My_Project\AIGC\lfw\Michelle_Yeoh\Michelle_Yeoh_0002.jpg	clean_real	0.040482	0
C:\My_Project\AIGC\lfw\Alberto_Fujimori\Alberto_Fujimori_0001.jpg	clean_real	0.053301	0
C:\My_Project\AIGC\lfw\Rudolph_Giuliani\Rudolph_Giuliani_0020.jpg	clean_real	0.044813	0
C:\My_Project\AIGC\lfw\Chan_Gailey\Chan_Gailey_0003.jpg	clean_real	0.052374	2
C:\My_Project\AIGC\lfw\Russ_Ortiz\Russ_Ortiz_0001.jpg	clean_real	0.053424	0
C:\My_Project\AIGC\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0009.jpg	clean_real	0.037630	0
C:\My_Project\AIGC\lfw\Tom_Daschle\Tom_Daschle_0012.jpg	clean_real	0.038597	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0428.jpg	clean_real	0.043986	0
C:\My_Project\AIGC\lfw\Trent_Lott\Trent_Lott_0005.jpg	clean_real	0.046140	0
C:\My_Project\AIGC\lfw\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0019.jpg	clean_real	0.053126	0
C:\My_Project\AIGC\lfw\Jack_Straw\Jack_Straw_0015.jpg	clean_real	0.059582	0
C:\My_Project\AIGC\lfw\Gray_Davis\Gray_Davis_0014.jpg	clean_real	0.055162	2
C:\My_Project\AIGC\lfw\Juan_Manuel_Marquez\Juan_Manuel_Marquez_0003.jpg	clean_real	0.031539	0
C:\My_Project\AIGC\lfw\Keith_Tyson\Keith_Tyson_0001.jpg	clean_real	0.021550	0
C:\My_Project\AIGC\lfw\Abdul_Rahman\Abdul_Rahman_0001.jpg	clean_real	0.049397	2
C:\My_Project\AIGC\lfw\Steve_Coterill\Steve_Coterill_0001.jpg	clean_real	0.047540	2
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0372.jpg	clean_real	0.043744	0
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0076.jpg	clean_real	0.052766	0
C:\My_Project\AIGC\lfw\Dick_Cheney\Dick_Cheney_0014.jpg	clean_real	0.050913	2
C:\My_Project\AIGC\lfw\Carly_Fiorina\Carly_Fiorina_0001.jpg	clean_real	0.069648	0
C:\My_Project\AIGC\lfw\Guillermo_Coria\Guillermo_Coria_0023.jpg	clean_real	0.047403	2
C:\My_Project\AIGC\lfw\Ray_Romano\Ray_Romano_0008.jpg	clean_real	0.043992	2
C:\My_Project\AIGC\lfw\Paul_Martin\Paul_Martin_0003.jpg	clean_real	0.042323	0
C:\My_Project\AIGC\lfw\Eduard_Shevardnadze\Eduard_Shevardnadze_0001.jpg	clean_real	0.049742	0
C:\My_Project\AIGC\lfw\Jennifer_Capriati\Jennifer_Capriati_0007.jpg	clean_real	0.039935	2
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0085.jpg	clean_real	0.042016	0
C:\My_Project\AIGC\lfw\David_Anderson\David_Anderson_0004.jpg	clean_real	0.027532	0
C:\My_Project\AIGC\lfw\Melina_Kanakaredes\Melina_Kanakaredes_0001.jpg	clean_real	0.069592	0
C:\My_Project\AIGC\lfw\Mary_Carey\Mary_Carey_0001.jpg	clean_real	0.042736	0
C:\My_Project\AIGC\lfw\Aaron_Sorkin\Aaron_Sorkin_0002.jpg	clean_real	0.050432	2
C:\My_Project\AIGC\lfw\Paradorn_Srichaphan\Paradorn_Srichaphan_0007.jpg	clean_real	0.042461	2
C:\My_Project\AIGC\lfw\Hugo_Chavez\Hugo_Chavez_0005.jpg	clean_real	0.051449	2
C:\My_Project\AIGC\lfw\Lindsay_Davenport\Lindsay_Davenport_0006.jpg	clean_real	0.044836	0
C:\My_Project\AIGC\lfw\Alfredo_Moreno\Alfredo_Moreno_0001.jpg	clean_real	0.063797	0
C:\My_Project\AIGC\lfw\Cedric_Benson\Cedric_Benson_0001.jpg	clean_real	0.041417	0
C:\My_Project\AIGC\lfw\Jean-Marc_de_La_Sabliere\Jean-Marc_de_La_Sabliere_0001.jpg	clean_real	0.033365	0
C:\My_Project\AIGC\lfw\Zinedine_Zidane\Zinedine_Zidane_0003.jpg	clean_real	0.038492	0
C:\My_Project\AIGC\lfw\Hans_Blix\Hans_Blix_0025.jpg	clean_real	0.054817	2
C:\My_Project\AIGC\lfw\George_Robertson\George_Robertson_0013.jpg	clean_real	0.040261	0
C:\My_Project\AIGC\lfw\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0031.jpg	clean_real	0.043997	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0003.jpg	clean_real	0.031538	0
C:\My_Project\AIGC\lfw\Mohammed_Al-Douri\Mohammed_Al-Douri_0013.jpg	clean_real	0.052020	2
C:\My_Project\AIGC\lfw\Bill_Graham\Bill_Graham_0001.jpg	clean_real	0.038247	0
C:\My_Project\AIGC\lfw\Taufik_Kiemas\Taufik_Kiemas_0001.jpg	clean_real	0.030490	0
C:\My_Project\AIGC\lfw\Leslie_Wiser_Jr\Leslie_Wiser_Jr_0001.jpg	clean_real	0.058523	0
C:\My_Project\AIGC\lfw\Ben_Broussard\Ben_Broussard_0001.jpg	clean_real	0.050313	2
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0054.jpg	clean_real	0.038666	0
C:\My_Project\AIGC\lfw\Mathias_Reichhold\Mathias_Reichhold_0001.jpg	clean_real	0.042947	2
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0140.jpg	clean_real	0.049226	0
C:\My_Project\AIGC\lfw\Chris_Cooper\Chris_Cooper_0002.jpg	clean_real	0.058555	0
C:\My_Project\AIGC\lfw\Cindy_Crawford\Cindy_Crawford_0003.jpg	clean_real	0.028929	0
C:\My_Project\AIGC\lfw\Laura_Bush\Laura_Bush_0006.jpg	clean_real	0.055604	2
C:\My_Project\AIGC\lfw\Michael_Schumacher\Michael_Schumacher_0001.jpg	clean_real	0.039599	2
C:\My_Project\AIGC\lfw\David_Donohue\David_Donohue_0001.jpg	clean_real	0.049179	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0399.jpg	clean_real	0.043363	2
C:\My_Project\AIGC\lfw\Martin_Hoellwarth\Martin_Hoellwarth_0002.jpg	clean_real	0.053117	2
C:\My_Project\AIGC\lfw\Paul_Burrell\Paul_Burrell_0005.jpg	clean_real	0.053762	0
C:\My_Project\AIGC\lfw\Jorge_Alberto_Galindo\Jorge_Alberto_Galindo_0001.jpg	clean_real	0.035938	0
C:\My_Project\AIGC\lfw\Eric_Rosser\Eric_Rosser_0001.jpg	clean_real	0.047052	2
C:\My_Project\AIGC\lfw\Melchor_Cob_Castro\Melchor_Cob_Castro_0001.jpg	clean_real	0.043228	2
C:\My_Project\AIGC\lfw\Tom_Ridge\Tom_Ridge_0023.jpg	clean_real	0.041633	0
C:\My_Project\AIGC\lfw\Sarah_Hughes\Sarah_Hughes_0003.jpg	clean_real	0.057283	2
C:\My_Project\AIGC\lfw\Ed_Book\Ed_Book_0001.jpg	clean_real	0.025484	0
C:\My_Project\AIGC\lfw\Spencer_Abraham\Spencer_Abraham_0013.jpg	clean_real	0.044685	2
C:\My_Project\AIGC\lfw\Heather_Locklear\Heather_Locklear_0001.jpg	clean_real	0.043552	0
C:\My_Project\AIGC\lfw\Johnny_Tapia\Johnny_Tapia_0003.jpg	clean_real	0.042559	0
C:\My_Project\AIGC\lfw\Roh_Moo-hyun\Roh_Moo-hyun_0021.jpg	clean_real	0.050622	0
C:\My_Project\AIGC\lfw\Jennifer_Aniston\Jennifer_Aniston_0020.jpg	clean_real	0.044941	2
C:\My_Project\AIGC\lfw\Julianne_Moore\Julianne_Moore_0019.jpg	clean_real	0.059501	2
C:\My_Project\AIGC\lfw\Katie_Smith\Katie_Smith_0001.jpg	clean_real	0.050919	2
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0118.jpg	clean_real	0.059859	2
C:\My_Project\AIGC\lfw\Francis_Mer\Francis_Mer_0002.jpg	clean_real	0.079354	0
C:\My_Project\AIGC\lfw\Jackie_Chan\Jackie_Chan_0007.jpg	clean_real	0.050935	2
C:\My_Project\AIGC\lfw\Ali_Ahmeti\Ali_Ahmeti_0001.jpg	clean_real	0.027036	0
C:\My_Project\AIGC\lfw\Nicole_Kidman\Nicole_Kidman_0017.jpg	clean_real	0.045051	0
C:\My_Project\AIGC\lfw\Michel_Therrien\Michel_Therrien_0001.jpg	clean_real	0.045938	0
C:\My_Project\AIGC\lfw\Gabriella_Bo\Gabriella_Bo_0001.jpg	clean_real	0.039088	0
C:\My_Project\AIGC\lfw\Nicole_Parker\Nicole_Parker_0001.jpg	clean_real	0.067425	2
C:\My_Project\AIGC\lfw\Fernando_Gonzalez\Fernando_Gonzalez_0008.jpg	clean_real	0.043702	0
C:\My_Project\AIGC\lfw\Ahmed_Ahmed\Ahmed_Ahmed_0001.jpg	clean_real	0.039310	0
C:\My_Project\AIGC\lfw\Bernard_Law\Bernard_Law_0003.jpg	clean_real	0.057968	2
C:\My_Project\AIGC\lfw\Silvio_Berlusconi\Silvio_Berlusconi_0007.jpg	clean_real	0.048639	2
C:\My_Project\AIGC\lfw\Queen_Noor\Queen_Noor_0001.jpg	clean_real	0.049209	0
C:\My_Project\AIGC\lfw\Arsinee_Khanjian\Arsinee_Khanjian_0001.jpg	clean_real	0.070009	0
C:\My_Project\AIGC\lfw\Fred_Eckhard\Fred_Eckhard_0002.jpg	clean_real	0.054023	0
C:\My_Project\AIGC\lfw\Begum_Khaleda_Zia\Begum_Khaleda_Zia_0002.jpg	clean_real	0.035336	2
C:\My_Project\AIGC\lfw\Iain_Duncan_Smith\Iain_Duncan_Smith_0004.jpg	clean_real	0.039797	0
C:\My_Project\AIGC\lfw\Bernard_Landry\Bernard_Landry_0004.jpg	clean_real	0.035766	0
C:\My_Project\AIGC\lfw\Marc_Bulger\Marc_Bulger_0001.jpg	clean_real	0.047984	0
C:\My_Project\AIGC\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0063.jpg	clean_real	0.043295	0
C:\My_Project\AIGC\lfw\Roger_Federer\Roger_Federer_0008.jpg	clean_real	0.047157	0
C:\My_Project\AIGC\lfw\Ernie_Harwell\Ernie_Harwell_0001.jpg	clean_real	0.038951	0
C:\My_Project\AIGC\lfw\Melanie_Griffith\Melanie_Griffith_0003.jpg	clean_real	0.053707	0
C:\My_Project\AIGC\lfw\Clint_Eastwood\Clint_Eastwood_0006.jpg	clean_real	0.046112	2
C:\My_Project\AIGC\lfw\Sultan_Qaboos\Sultan_Qaboos_0001.jpg	clean_real	0.033515	0
C:\My_Project\AIGC\lfw\Muhammad_Ali\Muhammad_Ali_0003.jpg	clean_real	0.038213	0
C:\My_Project\AIGC\lfw\Naomi_Watts\Naomi_Watts_0007.jpg	clean_real	0.045672	0
C:\My_Project\AIGC\lfw\Larry_Coker\Larry_Coker_0001.jpg	clean_real	0.034662	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0038.jpg	clean_real	0.052110	2
C:\My_Project\AIGC\lfw\Vladimir_Putin\Vladimir_Putin_0039.jpg	clean_real	0.048077	2
C:\My_Project\AIGC\lfw\Larry_Ellison\Larry_Ellison_0001.jpg	clean_real	0.033714	0
C:\My_Project\AIGC\lfw\Zumrati_Juma\Zumrati_Juma_0001.jpg	clean_real	0.053222	2
C:\My_Project\AIGC\lfw\John_Ferguson\John_Ferguson_0001.jpg	clean_real	0.025188	0
C:\My_Project\AIGC\lfw\Donald_Rumsfeld\Donald_Rumsfeld_0119.jpg	clean_real	0.046805	0
C:\My_Project\AIGC\lfw\Bridget_Fonda\Bridget_Fonda_0002.jpg	clean_real	0.045836	2
C:\My_Project\AIGC\lfw\Bryan_Chui\Bryan_Chui_0001.jpg	clean_real	0.045395	2
C:\My_Project\AIGC\lfw\Jana_Pittman\Jana_Pittman_0001.jpg	clean_real	0.025128	0
C:\My_Project\AIGC\lfw\Jorge_Castaneda\Jorge_Castaneda_0002.jpg	clean_real	0.043092	2
C:\My_Project\AIGC\lfw\John_Manley\John_Manley_0002.jpg	clean_real	0.035270	0
C:\My_Project\AIGC\lfw\Kong_Quan\Kong_Quan_0001.jpg	clean_real	0.037681	2
C:\My_Project\AIGC\lfw\Tamara_Brooks\Tamara_Brooks_0002.jpg	clean_real	0.053728	2
C:\My_Project\AIGC\lfw\Ari_Fleischer\Ari_Fleischer_0007.jpg	clean_real	0.039741	0
C:\My_Project\AIGC\lfw\Roman_Coppola\Roman_Coppola_0001.jpg	clean_real	0.033932	0
