path	set	score	argmax
C:\My_Project\AIGC\lfw\Mahmoud_Abbas\Mahmoud_Abbas_0017.jpg	clean_real	0.046006	2
C:\My_Project\AIGC\lfw\Brandon_Webb\Brandon_Webb_0001.jpg	clean_real	0.061408	0
C:\My_Project\AIGC\lfw\Tom_Ridge\Tom_Ridge_0031.jpg	clean_real	0.036674	0
C:\My_Project\AIGC\lfw\Antonio_Elias_Saca\Antonio_Elias_Saca_0001.jpg	clean_real	0.044932	0
C:\My_Project\AIGC\lfw\Cate_Blanchett\Cate_Blanchett_0001.jpg	clean_real	0.035511	0
C:\My_Project\AIGC\lfw\Cruz_Bustamante\Cruz_Bustamante_0004.jpg	clean_real	0.027411	0
C:\My_Project\AIGC\lfw\Prince_Charles\Prince_Charles_0004.jpg	clean_real	0.032902	0
C:\My_Project\AIGC\lfw\William_Ford_Jr\William_Ford_Jr_0005.jpg	clean_real	0.044505	0
C:\My_Project\AIGC\lfw\Rudolph_Giuliani\Rudolph_Giuliani_0024.jpg	clean_real	0.022303	0
C:\My_Project\AIGC\lfw\Jon_Constance\Jon_Constance_0001.jpg	clean_real	0.040939	0
C:\My_Project\AIGC\lfw\Oswaldo_Paya\Oswaldo_Paya_0002.jpg	clean_real	0.047141	2
C:\My_Project\AIGC\lfw\Augustin_Calleri\Augustin_Calleri_0004.jpg	clean_real	0.043741	0
C:\My_Project\AIGC\lfw\Jeremy_Greenstock\Jeremy_Greenstock_0019.jpg	clean_real	0.036270	0
C:\My_Project\AIGC\lfw\Kristin_Davis\Kristin_Davis_0003.jpg	clean_real	0.038140	0
C:\My_Project\AIGC\lfw\Martin_Sheen\Martin_Sheen_0002.jpg	clean_real	0.045124	0
C:\My_Project\AIGC\lfw\Michelle_Yeoh\Michelle_Yeoh_0002.jpg	clean_real	0.036102	0
C:\My_Project\AIGC\lfw\Alberto_Fujimori\Alberto_Fujimori_0001.jpg	clean_real	0.058515	0
C:\My_Project\AIGC\lfw\Rudolph_Giuliani\Rudolph_Giuliani_0020.jpg	clean_real	0.043584	0
C:\My_Project\AIGC\lfw\Chan_Gailey\Chan_Gailey_0003.jpg	clean_real	0.049931	2
C:\My_Project\AIGC\lfw\Russ_Ortiz\Russ_Ortiz_0001.jpg	clean_real	0.045513	0
C:\My_Project\AIGC\lfw\Megawati_Sukarnoputri\Megawati_Sukarnoputri_0009.jpg	clean_real	0.041927	0
C:\My_Project\AIGC\lfw\Tom_Daschle\Tom_Daschle_0012.jpg	clean_real	0.039526	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0428.jpg	clean_real	0.031332	0
C:\My_Project\AIGC\lfw\Trent_Lott\Trent_Lott_0005.jpg	clean_real	0.053293	2
C:\My_Project\AIGC\lfw\Recep_Tayyip_Erdogan\Recep_Tayyip_Erdogan_0019.jpg	clean_real	0.036419	0
C:\My_Project\AIGC\lfw\Jack_Straw\Jack_Straw_0015.jpg	clean_real	0.046889	0
C:\My_Project\AIGC\lfw\Gray_Davis\Gray_Davis_0014.jpg	clean_real	0.040573	2
C:\My_Project\AIGC\lfw\Juan_Manuel_Marquez\Juan_Manuel_Marquez_0003.jpg	clean_real	0.039965	0
C:\My_Project\AIGC\lfw\Keith_Tyson\Keith_Tyson_0001.jpg	clean_real	0.044775	0
C:\My_Project\AIGC\lfw\Abdul_Rahman\Abdul_Rahman_0001.jpg	clean_real	0.060731	0
C:\My_Project\AIGC\lfw\Steve_Coterill\Steve_Coterill_0001.jpg	clean_real	0.042946	2
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0372.jpg	clean_real	0.026690	0
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0076.jpg	clean_real	0.045840	2
C:\My_Project\AIGC\lfw\Dick_Cheney\Dick_Cheney_0014.jpg	clean_real	0.037540	2
C:\My_Project\AIGC\lfw\Carly_Fiorina\Carly_Fiorina_0001.jpg	clean_real	0.048926	0
C:\My_Project\AIGC\lfw\Guillermo_Coria\Guillermo_Coria_0023.jpg	clean_real	0.037627	2
C:\My_Project\AIGC\lfw\Ray_Romano\Ray_Romano_0008.jpg	clean_real	0.041365	0
C:\My_Project\AIGC\lfw\Paul_Martin\Paul_Martin_0003.jpg	clean_real	0.049501	2
C:\My_Project\AIGC\lfw\Eduard_Shevardnadze\Eduard_Shevardnadze_0001.jpg	clean_real	0.049755	0
C:\My_Project\AIGC\lfw\Jennifer_Capriati\Jennifer_Capriati_0007.jpg	clean_real	0.040701	2
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0085.jpg	clean_real	0.047767	0
C:\My_Project\AIGC\lfw\David_Anderson\David_Anderson_0004.jpg	clean_real	0.032533	0
C:\My_Project\AIGC\lfw\Melina_Kanakaredes\Melina_Kanakaredes_0001.jpg	clean_real	0.056005	0
C:\My_Project\AIGC\lfw\Mary_Carey\Mary_Carey_0001.jpg	clean_real	0.045703	0
C:\My_Project\AIGC\lfw\Aaron_Sorkin\Aaron_Sorkin_0002.jpg	clean_real	0.040093	2
C:\My_Project\AIGC\lfw\Paradorn_Srichaphan\Paradorn_Srichaphan_0007.jpg	clean_real	0.041077	0
C:\My_Project\AIGC\lfw\Hugo_Chavez\Hugo_Chavez_0005.jpg	clean_real	0.046659	2
C:\My_Project\AIGC\lfw\Lindsay_Davenport\Lindsay_Davenport_0006.jpg	clean_real	0.041846	0
C:\My_Project\AIGC\lfw\Alfredo_Moreno\Alfredo_Moreno_0001.jpg	clean_real	0.046407	0
C:\My_Project\AIGC\lfw\Cedric_Benson\Cedric_Benson_0001.jpg	clean_real	0.035305	0
C:\My_Project\AIGC\lfw\Jean-Marc_de_La_Sabliere\Jean-Marc_de_La_Sabliere_0001.jpg	clean_real	0.053190	0
C:\My_Project\AIGC\lfw\Zinedine_Zidane\Zinedine_Zidane_0003.jpg	clean_real	0.034937	0
C:\My_Project\AIGC\lfw\Hans_Blix\Hans_Blix_0025.jpg	clean_real	0.045916	2
C:\My_Project\AIGC\lfw\George_Robertson\George_Robertson_0013.jpg	clean_real	0.043373	0
C:\My_Project\AIGC\lfw\Arnold_Schwarzenegger\Arnold_Schwarzenegger_0031.jpg	clean_real	0.036806	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0003.jpg	clean_real	0.040477	0
C:\My_Project\AIGC\lfw\Mohammed_Al-Douri\Mohammed_Al-Douri_0013.jpg	clean_real	0.042962	0
C:\My_Project\AIGC\lfw\Bill_Graham\Bill_Graham_0001.jpg	clean_real	0.043277	0
C:\My_Project\AIGC\lfw\Taufik_Kiemas\Taufik_Kiemas_0001.jpg	clean_real	0.036843	0
C:\My_Project\AIGC\lfw\Leslie_Wiser_Jr\Leslie_Wiser_Jr_0001.jpg	clean_real	0.059859	2
C:\My_Project\AIGC\lfw\Ben_Broussard\Ben_Broussard_0001.jpg	clean_real	0.049862	2
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0054.jpg	clean_real	0.033864	0
C:\My_Project\AIGC\lfw\Mathias_Reichhold\Mathias_Reichhold_0001.jpg	clean_real	0.045946	2
C:\My_Project\AIGC\lfw\Tony_Blair\Tony_Blair_0140.jpg	clean_real	0.027225	0
C:\My_Project\AIGC\lfw\Chris_Cooper\Chris_Cooper_0002.jpg	clean_real	0.048180	0
C:\My_Project\AIGC\lfw\Cindy_Crawford\Cindy_Crawford_0003.jpg	clean_real	0.037045	0
C:\My_Project\AIGC\lfw\Laura_Bush\Laura_Bush_0006.jpg	clean_real	0.051779	2
C:\My_Project\AIGC\lfw\Michael_Schumacher\Michael_Schumacher_0001.jpg	clean_real	0.037859	2
C:\My_Project\AIGC\lfw\David_Donohue\David_Donohue_0001.jpg	clean_real	0.037559	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0399.jpg	clean_real	0.049945	0
C:\My_Project\AIGC\lfw\Martin_Hoellwarth\Martin_Hoellwarth_0002.jpg	clean_real	0.049837	2
C:\My_Project\AIGC\lfw\Paul_Burrell\Paul_Burrell_0005.jpg	clean_real	0.056588	0
C:\My_Project\AIGC\lfw\Jorge_Alberto_Galindo\Jorge_Alberto_Galindo_0001.jpg	clean_real	0.028266	0
C:\My_Project\AIGC\lfw\Eric_Rosser\Eric_Rosser_0001.jpg	clean_real	0.051259	2
C:\My_Project\AIGC\lfw\Melchor_Cob_Castro\Melchor_Cob_Castro_0001.jpg	clean_real	0.048841	2
C:\My_Project\AIGC\lfw\Tom_Ridge\Tom_Ridge_0023.jpg	clean_real	0.035746	0
C:\My_Project\AIGC\lfw\Sarah_Hughes\Sarah_Hughes_0003.jpg	clean_real	0.048824	2
C:\My_Project\AIGC\lfw\Ed_Book\Ed_Book_0001.jpg	clean_real	0.023596	0
C:\My_Project\AIGC\lfw\Spencer_Abraham\Spencer_Abraham_0013.jpg	clean_real	0.044548	2
C:\My_Project\AIGC\lfw\Heather_Locklear\Heather_Locklear_0001.jpg	clean_real	0.036225	0
C:\My_Project\AIGC\lfw\Johnny_Tapia\Johnny_Tapia_0003.jpg	clean_real	0.032002	0
C:\My_Project\AIGC\lfw\Roh_Moo-hyun\Roh_Moo-hyun_0021.jpg	clean_real	0.054799	2
C:\My_Project\AIGC\lfw\Jennifer_Aniston\Jennifer_Aniston_0020.jpg	clean_real	0.041266	2
C:\My_Project\AIGC\lfw\Julianne_Moore\Julianne_Moore_0019.jpg	clean_real	0.049712	2
C:\My_Project\AIGC\lfw\Katie_Smith\Katie_Smith_0001.jpg	clean_real	0.059958	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0118.jpg	clean_real	0.047083	0
C:\My_Project\AIGC\lfw\Francis_Mer\Francis_Mer_0002.jpg	clean_real	0.047639	2
C:\My_Project\AIGC\lfw\Jackie_Chan\Jackie_Chan_0007.jpg	clean_real	0.063423	0
C:\My_Project\AIGC\lfw\Ali_Ahmeti\Ali_Ahmeti_0001.jpg	clean_real	0.048731	0
C:\My_Project\AIGC\lfw\Nicole_Kidman\Nicole_Kidman_0017.jpg	clean_real	0.049980	2
C:\My_Project\AIGC\lfw\Michel_Therrien\Michel_Therrien_0001.jpg	clean_real	0.042938	0
C:\My_Project\AIGC\lfw\Gabriella_Bo\Gabriella_Bo_0001.jpg	clean_real	0.048214	0
C:\My_Project\AIGC\lfw\Nicole_Parker\Nicole_Parker_0001.jpg	clean_real	0.032894	0
C:\My_Project\AIGC\lfw\Fernando_Gonzalez\Fernando_Gonzalez_0008.jpg	clean_real	0.038266	0
C:\My_Project\AIGC\lfw\Ahmed_Ahmed\Ahmed_Ahmed_0001.jpg	clean_real	0.031510	0
C:\My_Project\AIGC\lfw\Bernard_Law\Bernard_Law_0003.jpg	clean_real	0.043286	2
C:\My_Project\AIGC\lfw\Silvio_Berlusconi\Silvio_Berlusconi_0007.jpg	clean_real	0.048316	2
C:\My_Project\AIGC\lfw\Queen_Noor\Queen_Noor_0001.jpg	clean_real	0.045685	0
C:\My_Project\AIGC\lfw\Arsinee_Khanjian\Arsinee_Khanjian_0001.jpg	clean_real	0.080392	2
C:\My_Project\AIGC\lfw\Fred_Eckhard\Fred_Eckhard_0002.jpg	clean_real	0.040863	0
C:\My_Project\AIGC\lfw\Begum_Khaleda_Zia\Begum_Khaleda_Zia_0002.jpg	clean_real	0.042826	2
C:\My_Project\AIGC\lfw\Iain_Duncan_Smith\Iain_Duncan_Smith_0004.jpg	clean_real	0.050371	0
C:\My_Project\AIGC\lfw\Bernard_Landry\Bernard_Landry_0004.jpg	clean_real	0.029003	0
C:\My_Project\AIGC\lfw\Marc_Bulger\Marc_Bulger_0001.jpg	clean_real	0.039274	0
C:\My_Project\AIGC\lfw\Gerhard_Schroeder\Gerhard_Schroeder_0063.jpg	clean_real	0.036787	0
C:\My_Project\AIGC\lfw\Roger_Federer\Roger_Federer_0008.jpg	clean_real	0.036836	0
C:\My_Project\AIGC\lfw\Ernie_Harwell\Ernie_Harwell_0001.jpg	clean_real	0.039960	0
C:\My_Project\AIGC\lfw\Melanie_Griffith\Melanie_Griffith_0003.jpg	clean_real	0.030429	0
C:\My_Project\AIGC\lfw\Clint_Eastwood\Clint_Eastwood_0006.jpg	clean_real	0.026360	0
C:\My_Project\AIGC\lfw\Sultan_Qaboos\Sultan_Qaboos_0001.jpg	clean_real	0.034426	0
C:\My_Project\AIGC\lfw\Muhammad_Ali\Muhammad_Ali_0003.jpg	clean_real	0.033243	0
C:\My_Project\AIGC\lfw\Naomi_Watts\Naomi_Watts_0007.jpg	clean_real	0.049355	0
C:\My_Project\AIGC\lfw\Larry_Coker\Larry_Coker_0001.jpg	clean_real	0.032640	0
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0038.jpg	clean_real	0.056845	0
C:\My_Project\AIGC\lfw\Vladimir_Putin\Vladimir_Putin_0039.jpg	clean_real	0.053102	2
C:\My_Project\AIGC\lfw\Larry_Ellison\Larry_Ellison_0001.jpg	clean_real	0.032363	0
C:\My_Project\AIGC\lfw\Zumrati_Juma\Zumrati_Juma_0001.jpg	clean_real	0.051626	2
C:\My_Project\AIGC\lfw\John_Ferguson\John_Ferguson_0001.jpg	clean_real	0.031162	0
C:\My_Project\AIGC\lfw\Donald_Rumsfeld\Donald_Rumsfeld_0119.jpg	clean_real	0.048954	0
C:\My_Project\AIGC\lfw\Bridget_Fonda\Bridget_Fonda_0002.jpg	clean_real	0.047835	2
C:\My_Project\AIGC\lfw\Bryan_Chui\Bryan_Chui_0001.jpg	clean_real	0.053007	2
C:\My_Project\AIGC\lfw\Jana_Pittman\Jana_Pittman_0001.jpg	clean_real	0.035394	0
C:\My_Project\AIGC\lfw\Jorge_Castaneda\Jorge_Castaneda_0002.jpg	clean_real	0.044984	2
C:\My_Project\AIGC\lfw\John_Manley\John_Manley_0002.jpg	clean_real	0.050904	0
C:\My_Project\AIGC\lfw\Kong_Quan\Kong_Quan_0001.jpg	clean_real	0.037797	0
C:\My_Project\AIGC\lfw\Tamara_Brooks\Tamara_Brooks_0002.jpg	clean_real	0.053475	2
C:\My_Project\AIGC\lfw\Ari_Fleischer\Ari_Fleischer_0007.jpg	clean_real	0.027847	0
C:\My_Project\AIGC\lfw\Roman_Coppola\Roman_Coppola_0001.jpg	clean_real	0.039142	0
