path	label	source
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id37_0006\2617.png	1	DF40-DiT
C:\My_Project\AIGC\AIGuard\real\0\real_4146_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_23810_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_27601_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\1\real_18687_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_45267_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\celeba_train\128246.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\fake\2\fake_25877_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\004814_fake_913_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id29_0007\25693.png	1	DF40-DiT
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\012811_fake_25593_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\0\real_5037.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_19535_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_18378_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_15619_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id27_0000\5939.png	1	DF40-DiT
C:\My_Project\AIGC\AIGuard\fake\1\fake_17131_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_16671_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\sd2.1\ff\737\015_281.png	1	DF40-sd2.1
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\020717_fake_49428_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\lfw\Meles_Zenawi\Meles_Zenawi_0001.jpg	0	LFW
C:\My_Project\AIGC\celeba_train\103629.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\fake\2\fake_23490_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_36821_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\1\real_15325_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_17992_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id48_0009\11036.png	1	DF40-DiT
C:\My_Project\AIGC\AIGuard\fake\1\fake_19237_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\ddim\cdf\Fake_from_Youtube-real\00027\YouTube-real_00080_169.png	1	DF40-ddim
C:\My_Project\AIGC\celeba_train\035180.jpg	0	CelebA-train
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00030\Celeb-real_id25_0008_135.png	1	DF40-pixart
C:\My_Project\AIGC\AIGuard\fake\4\fake_49284_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\010142_fake_18922_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\3\real_38414_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_14453_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\018901_fake_44937_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\0\real_7239.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_6293_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\4\real_49395.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_27993_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\049342.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_9788_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\lfw\Serena_Williams\Serena_Williams_0034.jpg	0	LFW
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_27823_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id17_0009\Celeb-real_id44_0003_176.png	1	DF40-pixart
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_18807_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id16_0013\26228.png	1	DF40-DiT
C:\My_Project\AIGC\imdbwiki_clean_sample\nm0001665_nm0001665_rm1467328512_1935-12-14_1977.jpg	0	IMDB-WIKI-clean
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\010819_fake_19720_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\005764_fake_13763_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\4\real_48093.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_23625_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\1\real_13616_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_14529_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\4\real_49370.jpg	0	AIGuard-real
C:\My_Project\AIGC\SiT\cdf\Fake_from_Youtube-real\00232\7574.png	1	DF40-SiT
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_9262_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\002083.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\real\3\real_39815_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Catherine_Deneuve\Catherine_Deneuve_0003.jpg	0	LFW
C:\My_Project\AIGC\AIGuard\real\2\real_23555_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_45842_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\celeba_train\122566.jpg	0	CelebA-train
C:\My_Project\AIGC\celeba_train\117981.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\real\0\real_9475.jpg	0	AIGuard-real
C:\My_Project\AIGC\sd2.1\ff\952\964_087.png	1	DF40-sd2.1
C:\My_Project\AIGC\AIGuard\real\0\real_5937.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Josh_Childress\Josh_Childress_0001.jpg	0	LFW
C:\My_Project\AIGC\celeba_train\132708.jpg	0	CelebA-train
C:\My_Project\AIGC\celeba_train\048421.jpg	0	CelebA-train
C:\My_Project\AIGC\lfw\Gloria_Macapagal_Arroyo\Gloria_Macapagal_Arroyo_0009.jpg	0	LFW
C:\My_Project\AIGC\AIGuard\real\1\real_14088_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_38089_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_47124.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_7582_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\fake\1\fake_17254_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\imdbwiki_clean_sample\nm0002150_nm0002150_rm3576994560_1955-11-30_2003.jpg	0	IMDB-WIKI-clean
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\014269_fake_27299_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\fake_25784_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\lfw\Hamad_Bin_Jassim\Hamad_Bin_Jassim_0001.jpg	0	LFW
C:\My_Project\AIGC\AIGuard\real\3\real_35525_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\celeba_train\104072.jpg	0	CelebA-train
C:\My_Project\AIGC\lfw\Arnie_Boehm\Arnie_Boehm_0001.jpg	0	LFW
C:\My_Project\AIGC\lfw\Jack_Straw\Jack_Straw_0001.jpg	0	LFW
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_24569_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\009916_fake_18654_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\imdbwiki_clean_sample\nm0001486_nm0001486_rm420122112_1924-6-25_1989.jpg	0	IMDB-WIKI-clean
C:\My_Project\AIGC\AIGuard\fake\1\fake_19309_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_19311_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_893_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_17239_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\032120.jpg	0	CelebA-train
C:\My_Project\AIGC\SiT\ff\102\12591.png	1	DF40-SiT
C:\My_Project\AIGC\AIGuard\real\1\real_17870_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Mohammad_Khatami\Mohammad_Khatami_0006.jpg	0	LFW
C:\My_Project\AIGC\AIGuard\fake\2\fake_24384_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\004383_fake_8689_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\1\real_16079_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\001685_fake_5855_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\043227.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\fake\0\fake_5471_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0303.jpg	0	LFW
C:\My_Project\AIGC\celeba_train\113699.jpg	0	CelebA-train
C:\My_Project\AIGC\celeba_train\159005.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\fake_18286_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\fake\2\fake_29594_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\celeba_train\000718.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_24562_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\fake\2\fake_26157_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_45800_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_9759_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\lfw\Liliana_Cavani\Liliana_Cavani_0001.jpg	0	LFW
C:\My_Project\AIGC\AIGuard\real\1\real_16209_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\celeba_train\061274.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\fake\1\fake_14189_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_18443_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_78_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_9943_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id25_0005\19962.png	1	DF40-SiT
C:\My_Project\AIGC\celeba_train\014724.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\real\3\real_38171_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_14422_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\4\fake_48416_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id27_0008\7462.png	1	DF40-SiT
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\013138_fake_25968_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_9636_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\019951.jpg	0	CelebA-train
C:\My_Project\AIGC\celeba_train\131550.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\fake\1\fake_19284_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\sd2.1\ff\616\105_009.png	1	DF40-sd2.1
C:\My_Project\AIGC\AIGuard\real\4\real_44438_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\4\fake_46407_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_49817.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_36743_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_15194_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_15825_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\celeba_train\055274.jpg	0	CelebA-train
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id59_0004\Celeb-real_id7_0005_061.png	1	DF40-pixart
C:\My_Project\AIGC\AIGuard\real\3\real_37930_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_37308_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_23730_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\fake\0\fake_68_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\3\fake_35789_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id24_0006\6690.png	1	DF40-SiT
C:\My_Project\AIGC\imdbwiki_clean_sample\nm3377042_nm3377042_rm1808322816_1990-3-25_2014.jpg	0	IMDB-WIKI-clean
C:\My_Project\AIGC\celeba_train\063725.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_26760_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\3\real_38949_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\018733_fake_44555_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\fake\2\fake_24191_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\fake_27993_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\108370.jpg	0	CelebA-train
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00243\Celeb-real_id22_0005_187.png	1	DF40-sd2.1
C:\My_Project\AIGC\AIGuard\real\0\real_3984_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\0\real_8687.jpg	0	AIGuard-real
C:\My_Project\AIGC\celeba_train\072485.jpg	0	CelebA-train
C:\My_Project\AIGC\sd2.1\ff\983\191_000.png	1	DF40-sd2.1
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\014950_fake_28133_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\108893.jpg	0	CelebA-train
C:\My_Project\AIGC\lfw\Chita_Rivera\Chita_Rivera_0002.jpg	0	LFW
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_25968_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\1\real_18972_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\003816_fake_8093_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\119183.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_8911_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\017809_fake_38618_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\fake\1\fake_15655_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\2\real_25492_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_46264_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_33948_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\celeba_train\081525.jpg	0	CelebA-train
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00269\Celeb-real_id47_0002_322.png	1	DF40-pixart
C:\My_Project\AIGC\AIGuard\fake\0\fake_4506_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\3\real_34856_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_25621_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\131684.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\007629_fake_15939_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\real\1\real_15610_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_4206_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\sd2.1\cdf\Celeb-real\id61_0007\Celeb-real_id23_0004_227.png	1	DF40-sd2.1
C:\My_Project\AIGC\lfw\Christian_Olsson\Christian_Olsson_0001.jpg	0	LFW
C:\My_Project\AIGC\celeba_train\006910.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\005565_fake_9934_1_smoothing.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id19_0001\2675.png	1	DF40-DiT
C:\My_Project\AIGC\AIGuard\real\4\real_45525_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_7130_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\004330_fake_8631_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\lfw\Natasa_Micic\Natasa_Micic_0001.jpg	0	LFW
C:\My_Project\AIGC\celeba_train\050692.jpg	0	CelebA-train
C:\My_Project\AIGC\celeba_train\145025.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_34680_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id26_0001\YouTube-real_00175_233.png	1	DF40-ddim
C:\My_Project\AIGC\celeba_train\066239.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\real\4\real_43725_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\celeba_train\117837.jpg	0	CelebA-train
C:\My_Project\AIGC\lfw\Carlton_Baugh\Carlton_Baugh_0001.jpg	0	LFW
C:\My_Project\AIGC\AIGuard\fake\2\fake_27212_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id5_0009\18422.png	1	DF40-DiT
C:\My_Project\AIGC\AIGuard\real\3\real_35702_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\celeba_train\055854.jpg	0	CelebA-train
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0380.jpg	0	LFW
C:\My_Project\AIGC\AIGuard\fake\1\fake_17037_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\sd2.1\ff\759\688_496.png	1	DF40-sd2.1
C:\My_Project\AIGC\AIGuard\real\2\real_23778_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Jeong_Se-hyun\Jeong_Se-hyun_0002.jpg	0	LFW
C:\My_Project\AIGC\AIGuard\real\1\real_14374_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\sd2.1\ff\014\816_013.png	1	DF40-sd2.1
C:\My_Project\AIGC\AIGuard\fake\0\fake_9964_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\celeba_train\029946.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\006135_fake_14204_1_face_reshaping.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\018839_fake_44801_1_eye_enlarging.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\celeba_train\103547.jpg	0	CelebA-train
C:\My_Project\AIGC\AIGuard\real\0\real_835.jpg	0	AIGuard-real
C:\My_Project\AIGC\celeba_train\074538.jpg	0	CelebA-train
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_24833_1_whitening.jpg	1	fake_filter_hardneg
C:\My_Project\AIGC\lfw\Amelie_Mauresmo\Amelie_Mauresmo_0007.jpg	0	LFW
