path	label	source
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\007291_fake_15559_1_face_reshaping.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging\lfw_eye_Robert_Fico_0001.jpg	1	
C:\My_Project\AIGC\filter_data\lfw_face_reshaping\lfw_reshape_John_Paul_II_0005.jpg	1	
C:\My_Project\AIGC\AIGuard\fake\1\fake_16877_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\4\fake_44474.jpg	0	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_9392_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\test_set_true\lfw_filter_train\face_reshaping_Imre_Kertasz_0001.jpg	1	LFW-filter
C:\My_Project\AIGC\FFHQ_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\61000\61165.png	1	FFHQ_four
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_14962_1_eye_enlarging.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_19546_1_eye_enlarging.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\FFHQ_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\66000\66201.png	1	FFHQ_four
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\62000\62298.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging\lfw_eye_David_Dodge_0002.jpg	1	
C:\My_Project\AIGC\FFHQ_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\60000\60631.png	1	FFHQ_four
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s125\lfw_eye_Amelia_Vega_0002_s125.jpg	1	lfw_eye_s125
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\62000\62728.png	1	FFHQ_megvii
C:\My_Project\AIGC\MidJourney\fake\13592447708_Single_person_East_Asian_male_looking_at_the_camera_47fe4866-c17f-4127-8d60-8e9e9af46208.png	0	MidJourney
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\015782_fake_32987_1_whitening.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\whitening\real_44805_1_whitening.jpg	1	filter_data
C:\My_Project\AIGC\AIGuard\fake\3\fake_33003_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\filter_data\lfw_face_reshaping\lfw_reshape_Amelie_Mauresmo_0021.jpg	1	
C:\My_Project\AIGC\filter_data\lfw_whitening\lfw_white_Goldie_Hawn_0002.jpg	1	
C:\My_Project\AIGC\filter_data\lfw_whitening\lfw_white_Albert_Costa_0002.jpg	1	
C:\My_Project\AIGC\AIGuard\fake\2\fake_24849_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\3\fake_34273_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\v89d_candidate_pool\face_reshaping_medium_fake_34940_1.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\filter_data\lfw_face_reshaping\lfw_reshape_Michael_Jackson_0001.jpg	1	
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\68000\1_68325.png	1	FFHQ_megvii
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\67000\1_67839.png	1	FFHQ_megvii
C:\My_Project\AIGC\v89d_proxy_unseen_pool\whitening_medium_SiT_1961.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id56_0000\25885.png	0	DF40-DiT
C:\My_Project\AIGC\v89d_proxy_unseen_pool\whitening_light_SiT_5970.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\filter_data\eye_enlarging\real_39624_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00049\YouTube-real_00072_092.png	0	DF40-pixart
C:\My_Project\AIGC\filter_data\eye_enlarging\real_46082_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id4_0003\YouTube-real_00096_088.png	0	DF40-ddim
C:\My_Project\AIGC\v89d_proxy_unseen_pool\eye_enlarging_medium_ddim_Celeb-real_id3_0009_240.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\AIGuard\fake\1\fake_16719_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\fake_5490_1_face_reshaping.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\v89d_candidate_pool\eye_enlarging_light_018962_fake_45127_1.jpg	0	v811-round2-mined
C:\My_Project\AIGC\v89d_proxy_unseen_pool\face_reshaping_light_DiT_14330.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\filter_data\lfw_whitening\lfw_white_Stephen_Swindal_0001.jpg	1	
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s110\lfw_eye_Renee_Zellweger_0017_s110.jpg	1	lfw_eye_s110
C:\My_Project\AIGC\filter_data\face_reshaping\real_18195_1_face_reshaping.jpg	1	filter_data
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\67000\1_67628.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s125\lfw_eye_Dan_Boyle_0001_s125.jpg	1	lfw_eye_s125
C:\My_Project\AIGC\v89d_proxy_unseen_pool\whitening_heavy_DiT_8168.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00024\YouTube-real_00168_076.png	0	DF40-pixart
C:\My_Project\AIGC\AIGuard\fake\2\fake_25474_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\66000\66352.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\eye_enlarging\real_26177_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\filter_data\eye_enlarging\real_29669_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_36903_1_eye_enlarging.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id26_0005\25349.png	0	DF40-DiT
C:\My_Project\AIGC\filter_data\lfw_face_reshaping\lfw_reshape_George_W_Bush_0155.jpg	1	
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\69000\1_69715.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\smoothing\real_6830_smoothing.jpg	1	filter_data
C:\My_Project\AIGC\AIGuard\fake\2\fake_25656_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging\lfw_eye_Pete_Sampras_0003.jpg	1	
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_38470_1_whitening.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\smoothing\real_47248_smoothing.jpg	1	filter_data
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\013755_fake_26671_1_face_reshaping.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\fake\1\fake_18764_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\filter_data\lfw_whitening\lfw_white_Don_Lake_0001.jpg	1	
C:\My_Project\AIGC\FFHQ_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\65000\65455.png	1	FFHQ_four
C:\My_Project\AIGC\v89d_candidate_pool\eye_enlarging_light_fake_47425_1.jpg	0	v811-round2-mined
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\65000\65954.png	1	FFHQ_megvii
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\018067_fake_39314_1_eye_enlarging.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s110\lfw_eye_Mahima_Chaudhari_0001_s110.jpg	1	lfw_eye_s110
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\008397_fake_16851_1_eye_enlarging.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\v89d_proxy_unseen_pool\eye_enlarging_heavy_DiT_22409.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\FFHQ_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\69000\69454.png	1	FFHQ_four
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id41_0008\1108.png	0	DF40-DiT
C:\My_Project\AIGC\filter_data\whitening\real_19522_1_whitening.jpg	1	filter_data
C:\My_Project\AIGC\sd2.1\ff\995\835_000.png	0	DF40-sd2.1
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s110\lfw_eye_Julian_Battle_0001_s110.jpg	1	lfw_eye_s110
C:\My_Project\AIGC\filter_data\lfw_face_reshaping\lfw_reshape_Jean_Chretien_0021.jpg	1	
C:\My_Project\AIGC\AIGuard\fake\2\fake_28471_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00241\YouTube-real_00129_330.png	0	DF40-pixart
C:\My_Project\AIGC\v89d_proxy_unseen_pool\eye_enlarging_heavy_DiT_20860.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_9788_1_whitening.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\v89d_candidate_pool\whitening_light_fake_38554_1.jpg	0	v811-round2-mined
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\62000\62643.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\smoothing\real_48343_smoothing.jpg	1	filter_data
C:\My_Project\AIGC\test_set_true\lfw_filter_train\smoothing_Marcelo_Rios_0003.jpg	1	LFW-filter
C:\My_Project\AIGC\test_set_true\lfw_filter_train\face_reshaping_Patty_Schnyder_0002.jpg	1	LFW-filter
C:\My_Project\AIGC\v89d_candidate_pool\whitening_heavy_fake_8805_1.jpg	0	v811-round2-mined
C:\My_Project\AIGC\filter_data\smoothing\real_44909_1_smoothing.jpg	1	filter_data
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging\lfw_eye_Richard_Harris_0001.jpg	1	
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_15444_1_eye_enlarging.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s135\lfw_eye_Gene_Hackman_0001_s135.jpg	1	lfw_eye_s135
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id13_0001\21071.png	0	DF40-DiT
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s110\lfw_eye_Matthew_During_0001_s110.jpg	1	lfw_eye_s110
C:\My_Project\AIGC\AIGuard\fake\2\fake_27107_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\013043_fake_25853_1_smoothing.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\v89d_candidate_pool\face_reshaping_light_000687_fake_29689_1.jpg	0	v811-round2-mined
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\69000\1_69770.png	1	FFHQ_megvii
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id37_0009\YouTube-real_00237_410.png	0	DF40-pixart
C:\My_Project\AIGC\AIGuard\fake\0\fake_4407_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\filter_data\lfw_whitening\lfw_white_Ariel_Sharon_0065.jpg	1	
C:\My_Project\AIGC\AIGuard\fake\0\fake_8062_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\v89d_candidate_pool\face_reshaping_heavy_fake_27051_1.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\v89d_proxy_unseen_pool\eye_enlarging_medium_sd21_Celeb-real_id13_0000_231.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s125\lfw_eye_George_W_Bush_0458_s125.jpg	1	lfw_eye_s125
C:\My_Project\AIGC\v89d_proxy_unseen_pool\whitening_heavy_SiT_18390.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\sd2.1\cdf\Celeb-real\id41_0004\Celeb-real_id29_0001_119.png	0	DF40-sd2.1
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\67000\1_67640.png	1	FFHQ_megvii
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\fake_27244_1_whitening.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s135\lfw_eye_Justin_Gatlin_0002_s135.jpg	1	lfw_eye_s135
C:\My_Project\AIGC\filter_data\face_reshaping\real_15669_1_face_reshaping.jpg	1	filter_data
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s125\lfw_eye_Tayshaun_Prince_0001_s125.jpg	1	lfw_eye_s125
C:\My_Project\AIGC\filter_data\smoothing\real_47261_smoothing.jpg	1	filter_data
C:\My_Project\AIGC\test_set_true\lfw_filter_train\face_reshaping_Maria_Soledad_Alvear_Valenzuela_0001.jpg	1	LFW-filter
C:\My_Project\AIGC\AIGuard\fake\1\fake_17498_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\020433_fake_48767_1_face_reshaping.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\AIGuard\fake\2\fake_29829_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_6493_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\016014_fake_34091_1_face_reshaping.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s135\lfw_eye_Lionel_Richie_0001_s135.jpg	1	lfw_eye_s135
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s110\lfw_eye_Antonio_Banderas_0002_s110.jpg	1	lfw_eye_s110
C:\My_Project\AIGC\filter_data\lfw_face_reshaping\lfw_reshape_Steve_Park_0002.jpg	1	
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s135\lfw_eye_Eddy_Hartenstein_0001_s135.jpg	1	lfw_eye_s135
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\fake_6275_1_eye_enlarging.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\eye_enlarging\real_34984_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\000092_fake_4240_1_whitening.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\sd2.1\ff\611\882_053.png	0	DF40-sd2.1
C:\My_Project\AIGC\filter_data\lfw_whitening\lfw_white_Carmen_Electra_0004.jpg	1	
C:\My_Project\AIGC\AIGuard\fake\4\fake_46341_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\1\fake_14480_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_8640_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\v89d_proxy_unseen_pool\eye_enlarging_light_DiT_12962.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00235\YouTube-real_00076_354.png	0	DF40-sd2.1
C:\My_Project\AIGC\fake_filter_hard_neg\face_reshaping\013815_fake_26742_1_face_reshaping.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\lfw_whitening\lfw_white_Carolyn_Dawn_Johnson_0003.jpg	1	
C:\My_Project\AIGC\v89d_candidate_pool\eye_enlarging_light_fake_16762_1.jpg	0	v811-round2-mined
C:\My_Project\AIGC\sd2.1\cdf\Celeb-real\id29_0005\Celeb-real_id60_0000_000.png	0	DF40-sd2.1
C:\My_Project\AIGC\v89d_candidate_pool\face_reshaping_heavy_fake_29261_1.jpg	0	v811-round2-mined
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\67000\67583.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s135\lfw_eye_Justin_Timberlake_0008_s135.jpg	1	lfw_eye_s135
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\62000\62519.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\whitening\real_14921_1_whitening.jpg	1	filter_data
C:\My_Project\AIGC\filter_data\smoothing\real_39624_1_smoothing.jpg	1	filter_data
C:\My_Project\AIGC\sd2.1\ff\090\499_033.png	0	DF40-sd2.1
C:\My_Project\AIGC\filter_data\whitening\real_35702_1_whitening.jpg	1	filter_data
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\fake_8148_1_smoothing.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\v89d_proxy_unseen_pool\whitening_medium_sd21_Celeb-real_id32_0002_095.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\filter_data\smoothing\real_5288_smoothing.jpg	1	filter_data
C:\My_Project\AIGC\AIGuard\fake\1\fake_16695_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s135\lfw_eye_John_Ashcroft_0026_s135.jpg	1	lfw_eye_s135
C:\My_Project\AIGC\SiT\cdf\Fake_from_Youtube-real\00283\19503.png	0	DF40-SiT
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\65000\65205.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\eye_enlarging\real_39974_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\AIGuard\fake\2\fake_27063_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\61000\1_61863.png	1	FFHQ_megvii
C:\My_Project\AIGC\filter_data\lfw_face_reshaping\lfw_reshape_Ricky_Ponting_0001.jpg	1	
C:\My_Project\AIGC\FFHQ_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\62000\62415.png	1	FFHQ_four
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\65000\1_65389.png	1	FFHQ_megvii
C:\My_Project\AIGC\fake_filter_hard_neg\smoothing\fake_14662_1_smoothing.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\filter_data\eye_enlarging\real_404_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\filter_data\eye_enlarging\real_44869_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\v89d_candidate_pool\whitening_medium_fake_46721_1.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\fake_filter_hard_neg\eye_enlarging\019145_fake_45557_1_eye_enlarging.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\v89d_candidate_pool\face_reshaping_heavy_020235_fake_48283_1.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\AIGuard\fake\1\fake_19913_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_7607_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\filter_data\face_reshaping\real_16913_1_face_reshaping.jpg	1	filter_data
C:\My_Project\AIGC\AIGuard\fake\2\fake_26813_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging\lfw_eye_Yevgeny_Kafelnikov_0002.jpg	1	
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\67000\1_67946.png	1	FFHQ_megvii
C:\My_Project\AIGC\DiT\ff\128\19391.png	0	DF40-DiT
C:\My_Project\AIGC\FFHQ_megvii_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\66000\1_66499.png	1	FFHQ_megvii
C:\My_Project\AIGC\AIGuard\fake\0\fake_7569_1.jpg	0	AIGuard-fake
C:\My_Project\AIGC\v89d_proxy_unseen_pool\whitening_light_SiT_2685.jpg	0	v89d-mined-hardneg
C:\My_Project\AIGC\filter_data\eye_enlarging\real_24575_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\filter_data\lfw_eye_enlarging_s110\lfw_eye_Jose_Maria_Aznar_0002_s110.jpg	1	lfw_eye_s110
C:\My_Project\AIGC\fake_filter_hard_neg\whitening\002373_fake_6562_1_whitening.jpg	0	fake_filter_hardneg
C:\My_Project\AIGC\v89d_candidate_pool\eye_enlarging_heavy_fake_36409_1.jpg	0	v811-round2-mined
C:\My_Project\AIGC\FFHQ_four_process\Whitening_Smoothing_FaceLifting_EyeEnlarging\60000\60036.png	1	FFHQ_four
C:\My_Project\AIGC\filter_data\eye_enlarging\real_15600_1_eye_enlarging.jpg	1	filter_data
C:\My_Project\AIGC\filter_data\face_reshaping\real_16385_1_face_reshaping.jpg	1	filter_data
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id53_0007\YouTube-real_00292_000.png	0	DF40-pixart
