path	label	source
C:\My_Project\AIGC\AIGuard\fake\3\fake_35212_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\2\fake_28669_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\lfw\Andy_Roddick\Andy_Roddick_0015.jpg	0	LFW-real
C:\My_Project\AIGC\lfw\Gianna_Angelopoulos-Daskalaki\Gianna_Angelopoulos-Daskalaki_0002.jpg	0	LFW-real
C:\My_Project\AIGC\SiT\cdf\Fake_from_Youtube-real\00044\15441.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\0\real_5215.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_45767_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_15047_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\4\fake_44528_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_13747_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id25_0004\YouTube-real_00135_353.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\fake\0\fake_9727_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\3\real_35381_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\0\real_6185.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_24912_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_44897_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_44458_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\pixart\cdf\Fake_from_Youtube-real\00086\Celeb-real_id9_0008_460.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\1\real_14163_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_19808_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\0\real_8762.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_17828_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_5027_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_49852.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\0\real_5076.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_38597_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\0\real_9814.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_17582_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id42_0000\YouTube-real_00164_135.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\fake\0\fake_814_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\3\real_37181_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_36157_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_45323_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_38102_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_37309_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\3\real_36265_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_35625_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\3\real_35764_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_18037_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_13771_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_5124_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_14800_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id16_0013\YouTube-real_00022_015.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\fake\0\fake_7119_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_6456_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\3\real_34831_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Paul_Luvera\Paul_Luvera_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_25716_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\1\fake_14537_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_43918_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_18110_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\DiT\cdf\Fake_from_Celeb-real\id9_0009\24390.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\4\real_48243.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_44936_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\0\real_7748.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_8182_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\0\real_5662.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\George_W_Bush\George_W_Bush_0292.jpg	0	LFW-real
C:\My_Project\AIGC\sd2.1\cdf\Celeb-real\id46_0001\YouTube-real_00098_131.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\1\real_19782_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_46918.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_15512_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_27740_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_15447_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_7963_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\0\real_4183_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_7747_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_8595_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\1\fake_19108_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00112\Celeb-real_id40_0008_049.png	1	DF40-diffusion
C:\My_Project\AIGC\lfw\Hitoshi_Tanaka\Hitoshi_Tanaka_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\0\real_8033.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_914_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\3\real_36665_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_23844_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Kevin_Stallings\Kevin_Stallings_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_7576_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id51_0000\Celeb-real_id16_0000_254.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\4\real_44607_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_26913_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_5370_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_9054_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\lfw\Ken_Macha\Ken_Macha_0001.jpg	0	LFW-real
C:\My_Project\AIGC\lfw\Gerry_Adams\Gerry_Adams_0002.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\2\real_25763_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_16813_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_29168_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\4\fake_48101_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_16970_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Magdalena_Maleeva\Magdalena_Maleeva_0003.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_37682_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\3\fake_36430_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\4\fake_46670_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\0\real_7003.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_44011_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_24858_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_35700_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\pixart\cdf\Fake_from_Celeb-real\id20_0004\Celeb-real_id19_0009_219.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\4\real_46355_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_14565_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_15931_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_15491_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\3\fake_37442_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_44999_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_25080_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\1\fake_16345_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\DiT\cdf\Fake_from_Youtube-real\00109\18859.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\fake\2\fake_27745_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_43867_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_38143_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Adam_Kennedy\Adam_Kennedy_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\4\real_44796_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_13723_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\4\fake_47253_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\2\real_25279_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_46837.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_39393_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_25783_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_15290_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_18049_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_45419_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_49828.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_43689_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_49339.jpg	0	AIGuard-real
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id0_0001\20857.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\0\real_5223.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_8195_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\0\real_4576_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_24465_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_8996_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\2\fake_28750_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\lfw\Guillermo_Coria\Guillermo_Coria_0018.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_26510_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_15156_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\4\fake_49213_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_49825.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_7570_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_13778_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\0\real_8398.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_28668_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_8634_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\3\fake_38187_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\sd2.1\ff\391\295_013.png	1	DF40-diffusion
C:\My_Project\AIGC\sd2.1\ff\543\128_189.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\1\real_16296_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_24352_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_35469_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_6554_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_454_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_18589_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Kalpana_Chawla\Kalpana_Chawla_0005.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_4963_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_4509_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\2\fake_23743_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\2\fake_26083_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\3\fake_36791_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_16055_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id5_0009\16356.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\0\real_8366.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Dennis_Hastert\Dennis_Hastert_0003.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\0\real_6706.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_46435_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_6048_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\2\fake_25789_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\4\fake_45224.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_48619.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Elin_Nordegren\Elin_Nordegren_0002.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_28031_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\lfw\Steve_Karsay\Steve_Karsay_0001.jpg	0	LFW-real
C:\My_Project\AIGC\SiT\cdf\Fake_from_Celeb-real\id17_0008\26359.png	1	DF40-diffusion
C:\My_Project\AIGC\lfw\Robert_Blake\Robert_Blake_0005.jpg	0	LFW-real
C:\My_Project\AIGC\lfw\Gary_Locke\Gary_Locke_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\4\real_44521_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Sidney_Kimmel\Sidney_Kimmel_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\2\real_29556_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Rafael_Bielsa\Rafael_Bielsa_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_32976_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\2\real_25046_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_5395_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\1\fake_16869_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\1\fake_16173_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\0\real_6319.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_15085_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\0\real_6588.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_19781_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_16538_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_16952_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_35492_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Billy_Gilman\Billy_Gilman_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\3\real_37991_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_15834_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Miyako_Miyazaki\Miyako_Miyazaki_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_23676_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_48904.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_34861_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\2\real_28752_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_48502.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Anthony_Fauci\Anthony_Fauci_0002.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\3\real_35276_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Elizabeth_Hill\Elizabeth_Hill_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\1\real_13854_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_14765_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\2\real_24988_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_39114_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_14864_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_33409_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\2\real_27833_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_45140_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_17642_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Scott_Rudin\Scott_Rudin_0002.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\real\4\real_45587_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_45116_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\4\fake_47596_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_45997_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_35721_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00112\YouTube-real_00092_265.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\fake\1\fake_19739_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_15088_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_26866_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_17105_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\1\fake_18742_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\1\real_15094_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_39874_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\2\real_29394_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\3\fake_36139_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\0\fake_6000_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\0\real_4522_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\0\fake_6179_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_44856_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\ddim\cdf\Fake_from_Celeb-real\id4_0000\Celeb-real_id31_0008_014.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\0\real_5390.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_36306_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\3\real_36164_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\0\real_7335.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\4\real_46251_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\lfw\Jennifer_Granholm\Jennifer_Granholm_0001.jpg	0	LFW-real
C:\My_Project\AIGC\AIGuard\fake\1\fake_17739_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\2\real_26892_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_13476_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\sd2.1\cdf\YouTube-real\00137\Celeb-real_id13_0012_344.png	1	DF40-diffusion
C:\My_Project\AIGC\AIGuard\real\2\real_24573_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\fake\2\fake_26203_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\3\fake_34727_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\fake\3\fake_39777_1.jpg	1	AIGuard-fake
C:\My_Project\AIGC\AIGuard\real\4\real_44362_1.jpg	0	AIGuard-real
C:\My_Project\AIGC\AIGuard\real\1\real_18554_1.jpg	0	AIGuard-real
