image_path,class,source,orig_width,orig_height,orig_resolution,freq_spectral_entropy,freq_band_ratio_high_mid,freq_band_ratio_high_low,freq_band_ratio_mid_low,freq_high_energy_frac,freq_radial_powerlaw_slope,freq_powerlaw_residual_std,freq_logmag_mean,tex_local_variance_mean,tex_local_variance_std,tex_lbp_entropy,tex_lbp_uniformity,tex_glcm_contrast,tex_glcm_homogeneity,tex_glcm_energy,tex_highpass_energy,tex_autocorr_peak_sharpness,lm_symmetry_score,lm_interocular_over_facewidth,lm_mouthwidth_over_interocular,lm_pose_yaw_proxy,face_bbox_x0,face_bbox_x1,face_bbox_y0,face_bbox_y1,face_size_confound,boundary_margin_px,bnd_boundary_edge_contrast,bnd_ring_texture_diff,bnd_ring_mean_diff,v811_fake_prob,face_bbox_width,face_bbox_height,crop_scale,log_resolution,log_fbw,log_fbh,fake_label,source_group
C:\My_Project\AIGC\AIGuard\unseen\fake_173.jpg,fake,aiguard_unseen,256,256,65536,0.1540966091471949,0.0969771891832351,0.0727574974298477,0.7502537369728088,0.0051082703284919,-2.915059134253355,0.9479377083477566,2.3716208934783936,944.4093627929688,1122.173095703125,2.234842073247078,0.1145123581447386,28.22367584256696,0.3927934448270522,0.0898149333729323,18.16431999206543,55.80440521240234,0.0345125347375869,0.461275807270069,0.9484823148925342,-0.0371847935020923,66.33953857421875,162.46038818359375,39.79875564575195,160.9596405029297,0.2321047351701128,39.79875564575195,171.63711547851562,12.794727325439451,1.5943832397460938,0.5387873715171239,96.120849609375,121.16088485717773,0.2321047351701128,11.090354888959125,4.56560624987805,4.797119289344466,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_163.jpg,fake,aiguard_unseen,256,256,65536,0.1525493643332279,0.0697328299283981,0.0125698763877153,0.1802576631307602,0.0008570909849368,-3.4800989997466885,0.7059618318355587,1.6847890615463257,368.1339721679688,897.5838623046875,2.2026558931760296,0.1215199339841614,11.675479570637112,0.540702511101474,0.101065928192169,8.549263000488281,34.62752151489258,0.295727014541626,0.2889204011742779,0.5691134612485023,-0.933731198310852,60.17912292480469,181.0907440185547,41.330204010009766,179.66580200195312,0.3333542213045914,41.330204010009766,66.58663940429688,16.015918731689453,1.1294403076171875,0.7274079064219592,120.91162109375,138.33559799194336,0.3333542213045914,11.090354888959125,4.7950598745377615,4.929682602454681,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_209.jpg,fake,aiguard_unseen,256,256,65536,0.1439658001957094,0.09603051841259,0.0152250276878476,0.1585436463356018,0.0010928815463557,-3.3638985002557336,0.5920819620907455,1.5509862899780271,241.4243927001953,507.7493896484375,2.167563996317475,0.1317464414610062,7.504261311172652,0.5226993877370874,0.1007263536016009,7.449910163879394,25.908849716186523,0.1810757368803024,0.3711881090523702,1.013348011235553,-0.0714524090290069,49.14337921142578,168.4874267578125,47.031837463378906,163.90635681152344,0.277987049466798,47.031837463378906,78.68052673339844,9.735553741455078,47.19036865234375,0.8345614094906608,119.34404754638672,116.87451934814453,0.277987049466798,11.090354888959125,4.782010477610525,4.76110087507115,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_215.jpg,fake,aiguard_unseen,256,256,65536,0.1492109885315468,0.1323122382164001,0.0166957266628742,0.1261842995882034,0.0011863313848152,-3.3035758932945924,0.625534942813771,1.3760707378387451,134.81912231445312,299.6983337402344,2.2116712817346804,0.1195172393684434,4.183420475530927,0.6001507339764449,0.1340244924163119,5.7187933921813965,58.73334884643555,0.0745558366179466,0.415922703177527,0.8084135008993646,-0.0476820096373558,55.17649459838867,181.60821533203125,39.17134094238281,167.9025421142578,0.3243723548363533,39.17134094238281,52.106964111328125,17.648300170898438,24.13026428222656,0.0324070102059828,126.43172073364258,128.731201171875,0.3243723548363533,11.090354888959125,4.839702405399998,4.857726518567768,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_151.jpg,fake,aiguard_unseen,256,256,65536,0.1109848073688718,0.0681548044085502,0.0770150646567344,1.1300020217895508,0.0030908666085451,-2.972041478934428,1.18113641974102,2.3292829990386963,1330.2100830078125,1315.88671875,2.252763795233353,0.1105411597859209,41.60110255078485,0.3264015449069441,0.063000308767462,22.793947219848636,26.277875900268555,0.0380140617489814,0.42482068499602,0.91159632234296,-0.0584037080407142,52.1636962890625,168.6947784423828,32.606544494628906,167.44906616210938,0.3131645601521453,32.606544494628906,123.29732513427734,11.818561553955078,19.147964477539062,0.7463823553059328,116.53108215332031,134.84252166748047,0.3131645601521453,11.090354888959125,4.7581580370203875,4.904107591373734,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_313.jpg,fake,aiguard_unseen,256,256,65536,0.1147950951517829,0.083057515323162,0.0067004906013607,0.0806729048490524,0.00056627986487,-3.5836822424452217,0.7034649824672766,1.1248973608016968,157.048583984375,445.99505615234375,2.103132344336211,0.1427657513854802,5.157263677285311,0.6564033256010855,0.1262893284649229,4.7569451332092285,30.24539566040039,0.0588472597301006,0.3776174712471793,1.1519752659769456,0.0460004098713398,49.19444274902344,171.74630737304688,33.5433464050293,166.53012084960938,0.3248122046101267,33.5433464050293,42.779396057128906,17.356101989746094,13.256492614746094,0.8179179724841852,122.55186462402344,132.98677444458008,0.3248122046101267,11.090354888959125,4.808534325068681,4.890249683010928,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_208.jpg,fake,aiguard_unseen,256,256,65536,0.1017280918389984,0.088113822042942,0.0118294646963477,0.1342520862817764,0.0006166319362819,-3.5279334198702377,0.6967685580555523,1.399773120880127,208.2618560791016,486.4841613769531,2.160276818624172,0.1325652421588254,6.648601108033235,0.5756361011089257,0.1090867409573354,6.352749347686768,36.145469665527344,0.1372410356998443,0.3788704120147936,1.0165065830227331,-0.2659699916839599,51.71645736694336,171.68638610839844,45.67850112915039,163.35983276367188,0.2813739829877448,45.67850112915039,44.72311401367188,7.453445434570312,30.22998809814453,0.8210684167890179,119.96992874145508,117.68133163452148,0.2813739829877448,11.090354888959125,4.7872411175569605,4.76798039195419,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_167.jpg,fake,aiguard_unseen,256,256,65536,0.1253674390774445,0.0940921828150749,0.0094745615497231,0.1006944626569747,0.0007127050193957,-3.71238905763053,0.9040162493820594,1.493700623512268,349.4518127441406,1169.6732177734375,2.2013661815978933,0.1218889118084953,11.306891447368397,0.5686901149137,0.1183562848546258,7.407641887664795,47.78212738037109,0.2953324019908905,0.4254629027808747,0.8352691861272745,-0.5874380469322205,57.98963928222656,170.15951538085938,35.15135192871094,165.8931884765625,0.2922770967490476,35.15135192871094,81.53411865234375,33.61740493774414,18.43785095214844,0.8014735890856954,112.16987609863281,130.74183654785156,0.2922770967490476,11.090354888959125,4.720014473070918,4.873224665415365,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_179.jpg,fake,aiguard_unseen,256,256,65536,0.1018417577972277,0.0888586118817329,0.0084943743422627,0.0955942720174789,0.0005200495943427,-3.679514936307572,0.7802928201305669,1.2165858745574951,183.0497283935547,362.6929321289063,2.0933216192961503,0.148045703899061,6.002401027239145,0.554216883858539,0.1099146772464413,6.099630355834961,31.29599952697754,0.279991865158081,0.3982840531465054,1.0902510724125605,-0.572573184967041,20.06281280517578,155.81466674804688,34.3259162902832,166.82400512695312,0.3584753906940603,20.06281280517578,59.4716796875,9.322025299072266,31.183387756347656,0.8021879441948521,135.7518539428711,132.49808883666992,0.3584753906940603,11.090354888959125,4.910828615758513,4.886568221448062,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_128.jpg,fake,aiguard_unseen,256,256,65536,0.1671062948585622,0.1027481257915496,0.0231935512274503,0.2257321178913116,0.0018792538903653,-3.267376443682941,0.6715278505776948,1.6885056495666504,295.85943603515625,594.7684326171875,2.185471654663712,0.1265560636317814,8.872714681440435,0.5107676084127674,0.0917184475679318,8.492595672607422,35.38850784301758,0.2537197470664978,0.4359666643652392,0.8066852792077969,0.4575601518154144,56.66936111450195,159.83909606933594,46.97861099243164,164.6581573486328,0.2419676260996168,46.97861099243164,96.78617095947266,3.9365234375,37.88599395751953,0.8178258613673961,103.16973495483398,117.67954635620117,0.2419676260996168,11.090354888959125,4.636375544095066,4.767965221392832,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_435.jpg,fake,aiguard_unseen,256,256,65536,0.0868023196848673,0.1093894988298416,0.0087279686704278,0.0797879919409751,0.0004002305795438,-3.437233792581337,0.5582562260200468,1.1985019445419312,136.81463623046875,385.4460754394531,2.1041604848697784,0.1399838210443117,4.390248730378577,0.705304322047618,0.2345018876637286,4.163630485534668,33.71589660644531,0.0492005161941051,0.4584255638499896,1.0105033636202412,0.0955889970064163,50.00946807861328,168.3313751220703,62.39443206787109,199.6710205078125,0.3237170706440062,24.3289794921875,46.12590408325195,27.435104370117188,18.901168823242188,0.7723352835206931,118.32190704345703,137.2765884399414,0.3237170706440062,11.090354888959125,4.7734089359489325,4.921997784323206,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_465.jpg,fake,aiguard_unseen,256,256,65536,0.2276357305857565,0.1125785335898399,0.0138812456279993,0.1233027800917625,0.0017098655225709,-3.277148865485052,0.4783247608013311,1.525218844413757,228.63751220703125,602.0401000976562,2.149061143669104,0.1321698077168875,7.077212026777454,0.6642075907462348,0.3001392669755417,5.883828163146973,33.471195220947266,0.2262099981307983,0.4283637275722305,0.7552795473996423,0.376248300075531,40.21030807495117,158.9431610107422,60.97444152832031,202.9652099609375,0.3359966722446965,21.0347900390625,70.41911315917969,13.63546371459961,10.104469299316406,0.8186488771019391,118.73285293579102,141.9907684326172,0.3359966722446965,11.090354888959125,4.7768760361584155,4.9557620444500445,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_676.jpg,fake,aiguard_unseen,256,256,65536,0.1411287000811341,0.1748475581407547,0.02622633241117,0.1499954164028167,0.0017433412140235,-2.830364452480138,0.2113572132639838,1.6287167072296145,166.57386779785156,446.0425109863281,2.082485861985363,0.1552325943418961,4.99722876269621,0.7048075749821386,0.361822680320543,5.017338275909424,37.675689697265625,0.3263720870018005,0.3772308619898951,0.7359271792431172,0.6414018273353577,30.80105972290039,150.08547973632812,59.88831329345703,204.1120758056641,0.3428660687066118,19.887924194335938,60.79275894165039,8.8975830078125,20.535675048828125,0.7992861270792844,119.28442001342773,144.22376251220706,0.3428660687066118,11.090354888959125,4.781510725549845,4.971365999847568,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_463.jpg,fake,aiguard_unseen,256,256,65536,0.1257974422436491,0.1268810033798217,0.0118705835193395,0.0935568213462829,0.0010491261491551,-3.2570950902266675,0.4200328701481924,1.5840072631835938,258.7625427246094,486.0788879394531,2.12379685967679,0.1443531794232261,8.25051015697137,0.51432640131389,0.0910775169836995,7.310831546783447,27.594112396240234,0.3003081679344177,0.4058712589609666,1.0666660869593163,0.622256875038147,28.80208778381348,158.55130004882812,60.620113372802734,216.6449737548828,0.40346186878854,7.3550262451171875,,,,0.8071344988082103,129.74921226501465,156.02486038208008,0.40346186878854,11.090354888959125,4.865603450852344,5.050015355976445,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_688.jpg,fake,aiguard_unseen,256,256,65536,0.1445448797906575,0.1683696955442428,0.019125236198306,0.1135907247662544,0.0010016522137448,-2.9794015255966206,0.2597859059939163,1.2578970193862915,88.17044830322266,194.7437896728516,2.2280372852327224,0.1143589941276604,2.8128517428439523,0.6694345503875635,0.14382976026388,4.173952579498291,31.907997131347656,0.3462278842926025,0.3534530747306973,0.967232837108716,0.7824071645736694,14.529829978942873,156.06353759765625,51.727500915527344,218.2734832763672,0.4697837685851901,5.7265167236328125,,,,0.6044494099468665,141.53370761871338,166.54598236083984,0.4697837685851901,11.090354888959125,4.952537905100941,5.115271441627866,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_431.jpg,fake,aiguard_unseen,256,256,65536,0.1827759842753605,0.1551985144615173,0.012650248594582,0.0815101116895675,0.0011490997858345,-3.1439876059336034,0.3105510998279859,1.499987244606018,176.08847045898438,471.0755920410156,2.2111720913573087,0.1179309973663113,5.47512696214219,0.6520925009373849,0.1756248263800261,5.21605110168457,44.02428436279297,0.2867715656757355,0.4007464823999666,0.8977623329591435,0.5418129563331604,28.808439254760746,159.62625122070312,58.00928497314453,216.45361328125,0.413092720577164,7.54638671875,,,,0.8185183241761962,130.81781196594238,158.44432830810547,0.413092720577164,11.090354888959125,4.873805606861489,5.065403290659456,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_172.jpg,fake,aiguard_unseen,256,256,65536,0.1228035998566357,0.0722018256783485,0.0086291506886482,0.1195143014192581,0.0005922758136875,-3.727586212715496,0.9057991101165822,1.5379759073257446,402.675537109375,1301.8165283203125,2.202512866163241,0.1211795060151023,12.753136830563228,0.5977434936233378,0.1464874792194952,7.609748840332031,39.87833404541016,0.2500863969326019,0.4107321666728822,0.9981404422862102,0.5447474718093872,57.28881454467773,167.22268676757812,37.50424575805664,159.51541137695312,0.2673222235912568,37.50424575805664,76.32562255859375,27.84121322631836,30.607704162597656,0.7822606122409184,109.93387222290039,122.01116561889648,0.2673222235912568,11.090354888959125,4.699879023412327,4.804112562011787,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_277.jpg,fake,aiguard_unseen,256,256,65536,0.2677806966562889,0.1224447935819625,0.0205546617507934,0.1678688079118728,0.0027844605501741,-3.3076480559242385,0.6366989672834162,1.664443850517273,255.39414978027344,705.7221069335938,2.188013634161573,0.1227281825436199,7.942163838873489,0.6256898343470755,0.1659688745954631,6.727929592132568,33.57526779174805,0.0594961307942867,0.4390728307065981,0.9867079875854938,0.1100323796272277,58.44842529296875,170.619384765625,42.782859802246094,168.79342651367188,0.2817029291237601,42.782859802246094,39.02545928955078,12.682270050048828,9.379486083984377,0.8155313249189895,112.17095947265625,126.01056671142578,0.2817029291237601,11.090354888959125,4.720024131357343,4.836365766224285,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_298.jpg,fake,aiguard_unseen,256,256,65536,0.1297145892442677,0.0601895973086357,0.007314306218177,0.1215211004018783,0.0004551073070615,-3.752383171604816,0.7642694073269667,0.9864916801452636,146.30221557617188,432.5729675292969,2.144311957258145,0.1330042199163028,4.850416955216986,0.6667901623633595,0.1566131946756076,4.843764781951904,22.165048599243164,0.2742664813995361,0.4025516161176308,0.8582731568156448,0.4481447339057922,53.85993957519531,164.89718627929688,39.44537353515625,159.466796875,0.2656020486520177,39.44537353515625,36.70741271972656,8.580591201782227,10.701004028320312,0.8098496427932531,111.03724670410156,120.02142333984375,0.2656020486520177,11.090354888959125,4.709865700918853,4.78767025467988,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_674.jpg,fake,aiguard_unseen,256,256,65536,0.1461553127443882,0.2550142705440521,0.0652588307857513,0.2559026777744293,0.004529315046966,-2.431100221467108,0.1487399997299545,2.218319892883301,377.4457092285156,670.9987182617188,2.2422042386661443,0.1127674844750559,10.469494171283474,0.506903063460882,0.0876145709641282,9.71401309967041,34.33231735229492,0.0142971314489841,0.441232368404276,0.996298767389996,0.0357466340065002,49.2721061706543,172.6754608154297,64.23155975341797,205.0445098876953,0.3463167734374461,18.955490112304688,68.62255859375,11.752243041992188,18.572437286376957,0.8186582153095756,123.40335464477539,140.81295013427734,0.3463167734374461,11.090354888959125,4.815458296229618,4.947432414879958,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_194.jpg,fake,aiguard_unseen,256,256,65536,0.1783897999848973,0.113487921655178,0.0125564932823181,0.110641673207283,0.0013499925844371,-3.609469904153989,0.8569753741160516,1.0004603862762451,111.11943817138672,277.377685546875,2.134223302097967,0.136432914622671,3.5941176131117234,0.6272500105039711,0.1247590238031465,4.59259843826294,29.72201919555664,0.3405650854110718,0.3412979667999099,0.7959645963246953,0.7428655028343201,43.92461395263672,160.8299102783203,40.23512268066406,190.90835571289065,0.3510542680959268,33.091644287109375,45.59845352172852,11.713272094726562,6.060089111328125,0.8164902758416304,116.9052963256836,150.6732330322266,0.3510542680959268,11.090354888959125,4.761364173916075,5.0151134722867505,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_257.jpg,fake,aiguard_unseen,256,256,65536,0.1384606009804223,0.0982177481055259,0.0082621863111853,0.0841211080551147,0.0007294316892512,-3.748999559484445,0.8433923037429496,1.2066106796264648,210.7558441162109,595.158447265625,2.182039691212162,0.1254306286387223,6.836222876269606,0.6502301290205077,0.1202394551678708,5.661738872528076,59.28339385986328,0.0679383128881454,0.4240879593016781,1.140146917506757,-0.043951366096735,58.47006988525391,170.0602569580078,34.074832916259766,166.18658447265625,0.2938132786728211,34.074832916259766,44.33076858520508,12.513877868652344,20.14613342285156,0.8174957536591059,111.5901870727539,132.11175155639648,0.2938132786728211,11.090354888959125,4.714833116625579,4.8836481671204135,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_275.jpg,fake,aiguard_unseen,256,256,65536,0.1792450371932838,0.1051911786198616,0.0126149710267782,0.1199242323637008,0.0011276697041466,-3.4901045885945337,0.7060803141755622,1.2071195840835571,135.68382263183594,287.9471740722656,2.127416862396559,0.1394610097139192,4.42268294090489,0.5830273837965226,0.1191256452836344,5.492000102996826,30.410892486572266,0.186749592423439,0.3994728530210451,1.0637336159243551,0.121889479458332,50.03773498535156,165.50328063964844,44.80157470703125,161.82200622558594,0.2692886634644291,44.80157470703125,49.2728385925293,9.77202606201172,31.132492065429688,0.8121060522553876,115.46554565429688,117.02043151855469,0.2692886634644291,11.090354888959125,4.748972179436352,4.762348547915714,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_466.jpg,fake,aiguard_unseen,256,256,65536,0.1850397651919017,0.1027496829628944,0.009071322157979,0.0882856473326683,0.0007335643749684,-3.5406692281260823,0.5264742060824368,1.195760726928711,178.50320434570312,619.0418090820312,2.1291899896303783,0.1381822957043248,5.8700302977839245,0.6314243846637536,0.1287414522910947,4.943611145019531,30.818777084350582,0.0232213139533996,0.4070013021954946,0.8750327408726307,0.0218685194849967,43.30768966674805,177.0303497314453,57.89267349243164,210.3677673339844,0.4063571257594621,13.632232666015623,52.83302307128906,13.169677734375,10.562820434570312,0.8260701673335724,133.72266006469727,152.47509384155276,0.4063571257594621,11.090354888959125,4.89576795415016,5.027001263637669,1,aiguard_unseen
C:\My_Project\AIGC\AIGuard\unseen\fake_157.jpg,fake,aiguard_unseen,256,256,65536,0.2106443439802452,0.1272820234298706,0.0061224182136356,0.0481012016534805,0.0008705651853233,-3.879703456343963,0.9664298939582422,0.767315685749054,116.35870361328124,248.3344573974609,1.986298257357666,0.1746796524956642,3.861898084025851,0.6027276939531462,0.1418627989832548,4.0272369384765625,87.06748962402344,0.1287597119808197,0.4264900765836293,1.0649599048704026,-0.2128561735153198,37.04021453857422,168.81497192382812,30.677143096923828,170.2563018798828,0.366569869751719,30.677143096923828,42.82152557373047,15.618755340576172,12.303955078125,0.82882647248735,131.7747573852539,139.57915878295898,0.366569869751719,11.090354888959125,4.8810940816107875,4.938631886797374,1,aiguard_unseen
