image_path,class,source,orig_width,orig_height,orig_resolution,freq_spectral_entropy,freq_band_ratio_high_mid,freq_band_ratio_high_low,freq_band_ratio_mid_low,freq_high_energy_frac,freq_radial_powerlaw_slope,freq_powerlaw_residual_std,freq_logmag_mean,tex_local_variance_mean,tex_local_variance_std,tex_lbp_entropy,tex_lbp_uniformity,tex_glcm_contrast,tex_glcm_homogeneity,tex_glcm_energy,tex_highpass_energy,tex_autocorr_peak_sharpness,lm_symmetry_score,lm_interocular_over_facewidth,lm_mouthwidth_over_interocular,lm_pose_yaw_proxy,face_bbox_x0,face_bbox_x1,face_bbox_y0,face_bbox_y1,face_size_confound,boundary_margin_px,bnd_boundary_edge_contrast,bnd_ring_texture_diff,bnd_ring_mean_diff,v811_fake_prob
C:\My_Project\AIGC\celeba_test\182921.jpg,real,celeba_test,178,218,38804,0.20341569568744935,0.06047161668539047,0.01059628278017044,0.17522737383842468,0.0011112572392448783,-3.7430045697318723,0.9937192564599704,1.3845423460006714,263.6756896972656,699.4063720703125,2.1703956164906475,0.1295545721788895,8.627516447368414,0.5501022494031474,0.11273208599089812,7.322410583496094,37.40404510498047,0.03986147791147232,0.4586341888095667,1.056674754892363,0.09262600541114807,50.61907958984375,167.15213012695312,81.10882568359375,192.59222412109375,0.25891861655305104,31.40777587890625,84.26130676269531,11.629798889160156,43.958885192871094,
C:\My_Project\AIGC\celeba_test\190984.jpg,real,celeba_test,178,218,38804,0.17414344024285683,0.17671503126621246,0.015596132725477219,0.08825583755970001,0.0015477976994588971,-3.248277706531676,0.5345199433862327,1.869924545288086,353.49737548828125,796.2920532226562,2.125164722708472,0.14068266691043443,10.943277643120943,0.5725999233935681,0.25682968004633866,7.991615295410156,58.58744430541992,0.25886985659599304,0.42154851394955845,0.7023613280432301,-0.4565897583961487,72.2970199584961,175.7652587890625,80.10965728759766,180.08030700683594,0.2061500928969436,43.91969299316406,88.97534942626953,1.4066619873046875,28.747802734375,
C:\My_Project\AIGC\celeba_test\189105.jpg,real,celeba_test,178,218,38804,0.19508624986274734,0.10429070144891739,0.007933423854410648,0.07607028633356094,0.0009480759617872536,-3.820480415710938,0.9097057413495052,1.1863210201263428,212.8307342529297,561.544189453125,2.0925160871538577,0.14647513853912797,6.868374884579844,0.599893321331471,0.12189293203865796,5.823460102081299,25.654356002807617,0.03689984232187271,0.4524220933217313,1.0658144599848636,0.07525847107172012,55.506866455078125,166.2529296875,81.12112426757812,192.2621307373047,0.24530510463590854,31.737869262695312,65.16735076904297,2.880107879638672,28.624237060546875,
C:\My_Project\AIGC\celeba_test\185694.jpg,real,celeba_test,178,218,38804,0.14241028376016976,0.034343112260103226,0.005151720251888037,0.15000738203525543,0.000436605594586581,-4.2559517673133005,1.170583766162331,0.7630844116210938,250.61814880371094,455.095458984375,2.0003070684101005,0.16379246519089538,8.639808402585384,0.5475935075932039,0.19334788134004693,6.958735466003418,17.87723159790039,0.23292651772499084,0.4120889002130934,0.8762450000068062,-0.395057737827301,70.2090835571289,176.2637176513672,83.36390686035156,188.48829650878906,0.22219644209472994,35.51170349121094,74.09791564941406,1.7056999206542969,21.616294860839844,
C:\My_Project\AIGC\celeba_test\198216.jpg,real,celeba_test,178,218,38804,0.12664493650933842,0.05122289061546326,0.009736227802932262,0.19007572531700134,0.0005543568986468017,-3.916613213541997,1.0663553069160074,1.0811705589294434,208.61834716796875,485.9574279785156,2.060452252723566,0.14895853823495378,6.8041606071098695,0.6620718313425352,0.20855089201089388,5.709079742431641,28.765756607055664,0.18059170246124268,0.4335746693512888,1.0493125741216236,0.3094700872898102,43.464752197265625,159.39019775390625,80.94568634033203,191.139404296875,0.2545889638802422,32.860595703125,63.99681091308594,18.086402893066406,38.01348876953125,
C:\My_Project\AIGC\celeba_test\192498.jpg,real,celeba_test,178,218,38804,0.15714187656899245,0.03110387548804283,0.00468769297003746,0.15071089565753937,0.00047315791016444564,-4.162745252328631,1.1490348409090883,1.29538094997406,501.0040588378906,932.3375854492188,2.0739789832649898,0.1553219235573943,16.647864439058132,0.4913604897335198,0.10384858992245402,10.666060447692871,23.404621124267578,0.020861230790615082,0.4605887722812327,1.0732247564049542,0.04216856509447098,55.877899169921875,165.2357940673828,77.96627044677734,190.09890747070312,0.2443915245184473,33.901092529296875,55.763404846191406,16.267593383789062,16.677364349365234,
C:\My_Project\AIGC\celeba_test\188659.jpg,real,celeba_test,178,218,38804,0.1317339112516132,0.17717066407203674,0.03777055814862251,0.21318741142749786,0.0024128409568220377,-3.008351668121359,0.6431156288420743,1.780387282371521,252.520751953125,456.02337646484375,2.2053502671017235,0.12061560446895296,7.416669840720208,0.5101477975556026,0.10408382362856346,8.285764694213867,39.92816925048828,0.33339783549308777,0.3631115957282215,1.0352982443027772,-0.7390620708465576,76.88446044921875,188.02352905273438,75.9843978881836,197.68177795410156,0.2695578258931396,26.318222045898438,96.16970825195312,7.444305419921875,35.38501739501953,
C:\My_Project\AIGC\celeba_test\191510.jpg,real,celeba_test,178,218,38804,0.04821811278205648,0.03201951086521149,0.004651546478271484,0.14527225494384766,9.864686580840498e-05,-4.121027538329003,1.0172143902120752,0.6369091868400574,152.5762939453125,387.2330017089844,1.9569674676300877,0.17928218960712375,5.449222068328712,0.5761808104861639,0.11988793726957775,5.3019585609436035,20.42278480529785,0.11542064696550369,0.4405016392102668,0.8474214699271951,0.17875683307647705,52.393043518066406,158.2596435546875,80.8738784790039,185.1347198486328,0.2199804845495875,38.86528015136719,62.5234260559082,11.27121353149414,14.619354248046875,
C:\My_Project\AIGC\celeba_test\202078.jpg,real,celeba_test,178,218,38804,0.16382099621315116,0.11586062610149384,0.011105872690677643,0.09585545212030411,0.0011233396362513304,-3.6261627343914293,0.8343585645720973,1.2092311382293701,148.423583984375,454.6737976074219,2.0128275211003253,0.16321003352637492,4.723773084025849,0.693046632973533,0.260919747157659,4.426563739776611,33.59791946411133,0.3287418484687805,0.35607120266825903,0.8621063629407584,-0.7072012424468994,78.6888427734375,187.64617919921875,77.79496765136719,189.52610778808594,0.24262451022625509,34.47389221191406,69.37922668457031,3.9877357482910156,24.955947875976562,
C:\My_Project\AIGC\celeba_test\197133.jpg,real,celeba_test,178,218,38804,0.14122525006076964,0.06313032656908035,0.009547987021505833,0.1512424796819687,0.0007882409845478833,-3.8903825197238877,1.2109652683883314,1.4384348392486572,373.69464111328125,917.3118896484375,2.0401487430524563,0.15483151252743402,11.973907837026768,0.6512668711002655,0.2470905412921004,7.1713457107543945,31.598846435546875,0.24767865240573883,0.42615341533159534,0.9114052229903145,0.43682801723480225,47.04602813720703,150.31251525878906,80.90019226074219,194.42904663085938,0.23365206428849786,29.570953369140625,52.95561599731445,8.352828979492188,9.890235900878906,
C:\My_Project\AIGC\celeba_test\185100.jpg,real,celeba_test,178,218,38804,0.16160430075895785,0.09370692074298859,0.02315007708966732,0.24704767763614655,0.002133529633283615,-3.2842659171014827,0.7088879272231616,1.609891414642334,260.5124816894531,612.457275390625,2.1474112398243204,0.13064481774154973,8.222391216528148,0.637158305253657,0.17170182904838818,6.866483688354492,22.73756217956543,0.17514300346374512,0.47447739764367225,0.7632193585360879,-0.3188076615333557,73.9987564086914,163.66893005371094,84.1002197265625,176.29598999023438,0.16476424443717685,47.704010009765625,113.54664611816406,0.8687820434570312,22.58061981201172,
C:\My_Project\AIGC\celeba_test\182787.jpg,real,celeba_test,178,218,38804,0.21649014456106364,0.08540169149637222,0.006555636879056692,0.0767623782157898,0.0008712415583431721,-3.6236141013984025,0.6054382854637906,1.3700109720230103,253.12478637695312,528.8814086914062,2.121470947208631,0.14215179246348772,8.204861495844867,0.5610369023437494,0.16871001003484903,6.97603702545166,30.498779296875,0.11819685250520706,0.4441173795362849,0.968774320681669,0.18827614188194275,45.03848648071289,161.3526611328125,79.54185485839844,189.48883056640625,0.25487068987108125,34.51116943359375,61.61100769042969,6.2277069091796875,67.45732116699219,
C:\My_Project\AIGC\celeba_test\187308.jpg,real,celeba_test,178,218,38804,0.10709117556406912,0.10148709267377853,0.01387943048030138,0.13676054775714874,0.0007908136467449367,-3.359214939791623,0.5666995428651286,1.6935968399047852,353.78973388671875,858.1219482421875,2.094566435961868,0.14347128449058294,11.291127077562304,0.5883388752016036,0.17141052280714386,7.619851112365723,29.82682228088379,0.27542150020599365,0.3971856538804967,0.7258936921434539,-0.4992166757583618,72.72560119628906,179.75604248046875,83.12271118164062,186.76309204101562,0.22107532880738512,37.236907958984375,88.50318908691406,8.483325958251953,12.385147094726562,
C:\My_Project\AIGC\celeba_test\196417.jpg,real,celeba_test,178,218,38804,0.12311961765445706,0.08634345978498459,0.00872727669775486,0.10107629001140594,0.000412689580116421,-4.123190056752199,1.2246853273121558,0.523612380027771,124.44036865234375,265.2999572753906,1.9554662404475533,0.17769930314044563,4.162800957987069,0.6114315047255303,0.11687649370191384,4.514236927032471,22.770246505737305,0.08617638051509857,0.4469373695162559,1.0878978785368798,-0.15516610443592072,61.3424072265625,170.89111328125,80.04509735107422,192.22933959960938,0.24493061579345968,31.770660400390625,63.748504638671875,13.257240295410156,13.483779907226562,
C:\My_Project\AIGC\celeba_test\189799.jpg,real,celeba_test,178,218,38804,0.15891020828020136,0.05446856841444969,0.005774668417870998,0.10601836442947388,0.0004147873551119119,-4.002643468504119,0.9613869783072955,0.8394877314567566,148.38067626953125,358.8067932128906,2.054810134523175,0.15651563702400204,5.014190904893807,0.5835031496081887,0.14875640930514672,5.287766456604004,27.467533111572266,0.026510002091526985,0.455315214444395,0.7396991227827076,-0.06105641648173332,58.92823028564453,164.903564453125,81.54408264160156,188.43385314941406,0.2257589116041679,35.56614685058594,78.27326965332031,1.2923088073730469,8.902809143066406,
C:\My_Project\AIGC\celeba_test\186855.jpg,real,celeba_test,178,218,38804,0.18419990372747724,0.11295778304338455,0.014136157929897308,0.12514549493789673,0.0013902378268539906,-3.6096884537608336,0.9628966164379117,1.2908207178115845,161.1333770751953,324.1756286621094,2.1480711291109036,0.1340356760847226,5.170783991228063,0.559418539879943,0.11603113290941625,6.1790337562561035,30.255464553833008,0.29651522636413574,0.38412962597956135,0.7107148716310541,0.5780457258224487,32.12630844116211,153.46231079101562,77.52029418945312,184.41416931152344,0.2584916191604845,32.12630844116211,59.25646209716797,21.044654846191406,13.878341674804688,
C:\My_Project\AIGC\celeba_test\198929.jpg,real,celeba_test,178,218,38804,0.21686376632802631,0.10732438415288925,0.010852722451090813,0.10112075507640839,0.0008447197615168989,-3.742050520699607,0.9616775804521553,1.098370909690857,138.57774353027344,358.6921691894531,2.067578455384299,0.14884667672598573,4.4686542012927015,0.64794215542219,0.15413252209875414,4.6156110763549805,32.710243225097656,0.1961037814617157,0.4369810675659077,0.9464227463513336,0.3710065484046936,44.4987678527832,159.5762176513672,80.72640228271484,190.2993927001953,0.2513030194524939,33.70060729980469,72.3155517578125,34.08220291137695,62.85100555419922,
C:\My_Project\AIGC\celeba_test\195155.jpg,real,celeba_test,178,218,38804,0.15854152084940984,0.09302099794149399,0.008081873878836632,0.08688225597143173,0.0007382988114841282,-3.988407703194198,1.1449451035405165,0.8649142384529114,130.03363037109375,254.38494873046875,2.0797157906017794,0.14818915780610414,4.32126702446906,0.5929334612672246,0.14594224534438738,5.014962673187256,30.6968994140625,0.022646695375442505,0.4481491438029042,1.073120555399821,0.03624648600816727,55.4017219543457,165.981201171875,82.36026000976562,195.26358032226562,0.2488199609790766,28.736419677734375,66.11819458007812,3.3249359130859375,27.84191131591797,
C:\My_Project\AIGC\celeba_test\189171.jpg,real,celeba_test,178,218,38804,0.17770483041684682,0.0741364136338234,0.007063763681799173,0.09528062492609024,0.0007045654347166419,-3.9581734647965163,0.9930247336879425,1.0406643152236938,192.8832244873047,605.9818725585938,2.0040760052486513,0.16892156557260282,6.465096375807937,0.5943779334607932,0.1310929426673118,5.477072715759277,23.736202239990234,0.06706229597330093,0.4074579824805038,0.992963447531109,0.11083965003490448,53.19382858276367,164.03707885742188,81.48928833007812,192.74476623535156,0.24577325378429787,31.255233764648438,89.29668426513672,18.20040512084961,19.240615844726562,
C:\My_Project\AIGC\celeba_test\202018.jpg,real,celeba_test,178,218,38804,0.28602247488718224,0.12198415398597717,0.014435550197958946,0.11833955347537994,0.0027444669976830482,-3.3771750703843217,0.6639300962207978,1.6162400245666504,269.8526916503906,628.7609252929688,2.126531293348111,0.13779188264960401,8.47507819713756,0.6149757763854274,0.24375106411492709,6.997429847717285,46.00971603393555,0.12079990655183792,0.41877009927902464,0.7880574450475943,-0.1902906596660614,61.30915451049805,175.5226593017578,80.42189025878906,192.4659881591797,0.25504123709300547,31.534011840820312,68.27310180664062,8.948715209960938,32.69115447998047,
C:\My_Project\AIGC\celeba_test\184467.jpg,real,celeba_test,178,218,38804,0.1644843119755933,0.0947078987956047,0.0069582792930305,0.07347095012664795,0.0006819476839154959,-3.944582951829923,0.9803066230594887,1.3080332279205322,312.674072265625,813.640869140625,2.0458893255130324,0.15432447157815712,10.00490824099721,0.6098995532643761,0.1551502805617174,6.558856964111328,28.388450622558594,0.11482025682926178,0.4297078913074759,0.9787130209293576,-0.20199717581272125,62.01304244995117,174.1071014404297,81.33010864257812,191.63934326171875,0.24643275375861934,32.36065673828125,57.797786712646484,31.850372314453125,12.564834594726562,
C:\My_Project\AIGC\celeba_test\182808.jpg,real,celeba_test,178,218,38804,0.1461000658019,0.12268403172492981,0.00879412516951561,0.07168108969926834,0.000895767065230757,-4.116275775150902,1.3954623132621902,0.9927260875701904,222.36378479003906,734.5340576171875,1.7617518718961034,0.24671292334782588,7.296122460757147,0.7454168749145015,0.30740033151911694,4.49697208404541,31.11562156677246,0.2211904376745224,0.4410109649225841,0.7014724005030706,-0.37034866213798523,72.29007720947266,172.01522827148438,81.14930725097656,185.71173095703125,0.20781854869850883,38.28826904296875,63.665283203125,10.272148132324219,4.572898864746094,
C:\My_Project\AIGC\celeba_test\185648.jpg,real,celeba_test,178,218,38804,0.16262196353769393,0.05895109847187996,0.006731772795319557,0.11419248580932617,0.0006846950273029506,-4.119911870307521,1.164884948788917,0.8596847057342529,193.01060485839844,399.6739807128906,2.0448474238785495,0.16184567789493226,6.448888504155118,0.5319096117738219,0.10511447988802623,6.439208984375,19.52864646911621,0.1400250345468521,0.4451958542623024,1.0537027399063226,0.2775264382362366,45.30258560180664,163.37242126464844,78.7937240600586,194.90579223632812,0.2732249044970669,29.094207763671875,64.14906311035156,5.283527374267578,47.263275146484375,
C:\My_Project\AIGC\celeba_test\200250.jpg,real,celeba_test,178,218,38804,0.1949344088840507,0.05095551908016205,0.0030829410534352064,0.06050259619951248,0.0003745574504137039,-4.214047189618234,1.0001196107832264,0.9602167010307312,338.4681091308594,1336.193359375,1.9932855428738308,0.16466766176299225,11.129973741920576,0.6629775678754958,0.20852716921632092,5.792913436889648,32.29916763305664,0.11997296661138535,0.4450882481317978,0.9473146452155224,0.19488419592380524,47.3115348815918,161.7952423095703,80.26995849609375,187.8802032470703,0.24552813648604835,36.11979675292969,50.67984390258789,1.6206626892089844,32.42315673828125,
C:\My_Project\AIGC\celeba_test\190527.jpg,real,celeba_test,178,218,38804,0.265573087870268,0.0703822672367096,0.008340652100741863,0.11850500851869583,0.001939552603289485,-3.886379774670898,1.0944108266903487,1.0785983800888062,181.1984405517578,450.4092712402344,2.0436712020673404,0.15402462699918734,5.953760964912268,0.632031501280775,0.16936056629464488,5.293635845184326,34.13520050048828,0.06112762168049812,0.46054846669708305,0.9215432270674778,0.10569453984498978,56.89243698120117,160.866455078125,85.16744995117188,186.69696044921875,0.21038805727630228,37.30303955078125,67.2181625366211,10.062858581542969,5.419857025146484,
C:\My_Project\AIGC\celeba_test\194330.jpg,real,celeba_test,178,218,38804,0.2027270694238434,0.09689338505268097,0.013540011830627918,0.13974133133888245,0.001349401893094182,-4.0048973858897705,1.3753929405600922,0.9938706159591675,164.09054565429688,481.3570861816406,2.09804469666432,0.14396449974406414,5.43627712373037,0.6152146385576707,0.12912722062409127,5.29934024810791,30.958946228027344,0.194606751203537,0.4387137028331928,1.1226416746065542,0.37801462411880493,44.974334716796875,159.54148864746094,81.12926483154297,194.0702667236328,0.25787884942710615,29.929733276367188,54.778873443603516,22.36505889892578,11.464866638183594,
C:\My_Project\AIGC\celeba_test\196870.jpg,real,celeba_test,178,218,38804,0.2891225376715951,0.10711546987295151,0.008580677211284637,0.08010679483413696,0.0018322111573070288,-4.2790660880705635,1.5212272642278848,0.6932488083839417,170.9145050048828,423.40728759765625,2.0263905636806174,0.16261778310754305,5.6411331371191,0.5769724431101596,0.19567858187199527,5.234437465667725,22.290170669555664,0.17267638444900513,0.42427717925746694,1.1589170003132783,0.29171714186668396,45.034420013427734,157.59445190429688,81.0008773803711,192.5350799560547,0.25020514586339293,31.464920043945312,57.88301467895508,7.814327239990234,34.79916763305664,
C:\My_Project\AIGC\celeba_test\187665.jpg,real,celeba_test,178,218,38804,0.16867627286417503,0.09978672862052917,0.012478639371693134,0.12505309283733368,0.001408744021318853,-3.7588873543964523,1.1362263574350095,1.4646291732788086,385.3993225097656,1201.8326416015625,2.0765627753767095,0.1491291986709334,11.07960035780238,0.5949815741145781,0.15451346607963032,7.282558917999268,56.1289176940918,0.34927961230278015,0.34863501123169954,0.7258733677398241,0.8865219354629517,31.94678497314453,133.8296661376953,82.83583068847656,189.463134765625,0.21650783143711208,31.94678497314453,64.1706771850586,4.558551788330078,14.071983337402344,
C:\My_Project\AIGC\celeba_test\191485.jpg,real,celeba_test,178,218,38804,0.21407617478731164,0.09277529269456863,0.010226634331047535,0.11023014783859253,0.001365835778415203,-3.70933671428717,0.8926567589949206,1.5533115863800049,355.61749267578125,905.1402587890625,2.1565350354566535,0.13108139721267872,11.439990189288986,0.5910242736935716,0.15455411591816914,7.56197452545166,42.84407424926758,0.008913667872548103,0.42932461525997023,0.8968064334458348,-0.01952679082751274,56.775169372558594,167.02377319335938,82.37875366210938,183.97311401367188,0.22322696876648368,40.026885986328125,57.938270568847656,10.03146743774414,11.7275390625,
C:\My_Project\AIGC\celeba_test\196178.jpg,real,celeba_test,178,218,38804,0.16318738559502538,0.025838546454906464,0.0015072852838784456,0.05833476036787033,0.00012880712165497243,-4.580279657003694,1.040381757759736,0.28689903020858765,226.52630615234375,723.927978515625,1.911236811641739,0.18707194203190483,8.395777643120956,0.6108240530643587,0.15761424155151837,5.1532464027404785,19.886981964111328,0.09380882978439331,0.44781315558520973,0.7147142639756708,0.14138959348201752,54.8948860168457,159.5840301513672,82.36637878417969,180.92465209960938,0.20563578764286872,43.075347900390625,72.11988830566406,10.21673583984375,31.04864501953125,
C:\My_Project\AIGC\celeba_test\191378.jpg,real,celeba_test,178,218,38804,0.25906674709110383,0.061297494918107986,0.006342494394630194,0.10347069799900055,0.0011795233003795147,-4.209869514804412,1.2156767407344717,0.8763220906257629,231.17974853515625,535.8372802734375,1.9895372918838428,0.16814620730182817,7.8016735918744065,0.580784234572066,0.18289442418808605,6.161161422729492,19.164608001708984,0.12943819165229797,0.4287878430562136,0.8045395384125817,-0.2129301279783249,66.73145294189453,170.69940185546875,83.7239990234375,186.20840454101562,0.2123543813235329,37.791595458984375,85.38424682617188,1.9599113464355469,40.31501388549805,
C:\My_Project\AIGC\celeba_test\198802.jpg,real,celeba_test,178,218,38804,0.16167764393878817,0.0513649545609951,0.005647409241646528,0.10994673520326614,0.0006480378215201199,-4.304322118535933,1.3294943788751437,1.082777976989746,471.0894775390625,1057.726806640625,2.0479054953175595,0.15233717715427408,15.549766274238197,0.6181683552904129,0.2043370874392949,8.344245910644531,17.05810546875,0.0881764143705368,0.46160420968189503,1.00880047539446,-0.1627635508775711,62.07033920288086,168.78662109375,81.9825668334961,195.76589965820312,0.24199884845750996,28.234100341796875,77.5289306640625,24.38146209716797,4.179817199707031,
C:\My_Project\AIGC\celeba_test\194757.jpg,real,celeba_test,178,218,38804,0.20945417769009564,0.1558404266834259,0.025450753048062325,0.1633129119873047,0.0016187846194952726,-3.0976775547559754,0.5332410118638988,1.4226279258728027,152.65748596191406,388.8013000488281,2.052681895666908,0.1568948872036757,4.741346952908583,0.672888096284393,0.2310597077838907,5.016193389892578,28.106067657470703,0.11860527843236923,0.46326688329002386,0.8788544749232529,0.20018361508846283,55.02860641479492,157.5045623779297,86.4838638305664,184.4926300048828,0.20016625491231704,39.50736999511719,88.82723999023438,25.635143280029297,44.10552978515625,
C:\My_Project\AIGC\celeba_test\198288.jpg,real,celeba_test,178,218,38804,0.31740361935194206,0.022961081936955452,0.0023817310575395823,0.10372904688119888,0.0005792354932054877,-4.321982981577459,0.9952909214417768,0.9011144638061523,272.1835632324219,711.8477783203125,2.073871384498226,0.1465430214026728,9.015103589565992,0.6335316382332218,0.20324347493700817,5.9338059425354,22.942672729492188,,,,,,,,,,,,,,
