id,path,fake_label,filter_attr,ftype,source,used_in_v815_training,source_stem,l1_p_real,l1_p_manip,cellc_p_fake,cellc_p_filter,v816_p_fake,v816_p_filter
repl0014_clean,C:\My_Project\AIGC\v815_replication_set\repl0014_clean.jpg,1,0,none,DF40-cdf-ddim,False,YouTube-real_00148_295,0.117354616522789,0.8826453685760498,0.9996533393859863,0.22887611389160156,0.9996546506881714,0.4444763660430908
repl0014_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0014_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-ddim,False,YouTube-real_00148_295,0.12420213967561722,0.8757978081703186,0.9997225403785706,0.782844066619873,0.9997697472572327,0.974187970161438
repl0014_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0014_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-ddim,False,YouTube-real_00148_295,0.11810675263404846,0.8818932175636292,0.9998152852058411,0.11951812356710434,0.9997755885124207,0.33774611353874207
repl0014_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0014_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-ddim,False,YouTube-real_00148_295,0.11745281517505646,0.88254714012146,0.9995369911193848,0.49558040499687195,0.9995982050895691,0.7671268582344055
repl0014_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0014_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-ddim,False,YouTube-real_00148_295,0.11698771268129349,0.8830122947692871,0.9994997978210449,0.5600639581680298,0.9996304512023926,0.8176806569099426
repl0015_clean,C:\My_Project\AIGC\v815_replication_set\repl0015_clean.jpg,1,0,none,DF40-cdf-sd2.1,False,Celeb-real_id25_0003_096,0.10042610764503479,0.8995738625526428,0.9997367262840271,0.03877106308937073,0.9993147850036621,0.45384520292282104
repl0015_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0015_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-sd2.1,False,Celeb-real_id25_0003_096,0.10392029583454132,0.8960797190666199,0.999836802482605,0.017847109586000443,0.9993865489959717,0.6417802572250366
repl0015_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0015_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-sd2.1,False,Celeb-real_id25_0003_096,0.10180817544460297,0.8981918692588806,0.9998571872711182,0.026288500055670738,0.999624490737915,0.4006897807121277
repl0015_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0015_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-sd2.1,False,Celeb-real_id25_0003_096,0.10034449398517609,0.8996554613113403,0.9996985197067261,0.05131492763757706,0.9993313550949097,0.4617437720298767
repl0015_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0015_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-sd2.1,False,Celeb-real_id25_0003_096,0.1011781170964241,0.8988219499588013,0.9997339844703674,0.03987417370080948,0.9992890357971191,0.49059218168258667
repl0016_clean,C:\My_Project\AIGC\v815_replication_set\repl0016_clean.jpg,1,0,none,DF40-cdf-ddim,False,Celeb-real_id3_0003_143,0.1181207224726677,0.8818793296813965,0.9998780488967896,0.06993529945611954,0.9998366832733154,0.28760722279548645
repl0016_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0016_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-ddim,False,Celeb-real_id3_0003_143,0.10808855295181274,0.8919114470481873,0.9995918869972229,0.8970264196395874,0.9997519850730896,0.9805648922920227
repl0016_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0016_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-ddim,False,Celeb-real_id3_0003_143,0.12451023608446121,0.8754898309707642,0.9999082088470459,0.058178991079330444,0.9998737573623657,0.2854454815387726
repl0016_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0016_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-ddim,False,Celeb-real_id3_0003_143,0.09671978652477264,0.9032801985740662,0.9998052716255188,0.12877020239830017,0.9997610449790955,0.4169815480709076
repl0016_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0016_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-ddim,False,Celeb-real_id3_0003_143,0.1099991649389267,0.8900007605552673,0.9998700618743896,0.06704182177782059,0.9998165965080261,0.23826970160007477
repl0017_clean,C:\My_Project\AIGC\v815_replication_set\repl0017_clean.jpg,1,0,none,DF40-cdf-pixart,False,YouTube-real_00180_011,0.09531807154417038,0.904681921005249,0.9999405145645142,0.0033474040683358908,0.9996742010116577,0.2898247241973877
repl0017_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0017_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-pixart,False,YouTube-real_00180_011,0.09490414708852768,0.9050958752632141,0.9999393224716187,0.003602829296141863,0.9996441602706909,0.383709579706192
repl0017_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0017_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-pixart,False,YouTube-real_00180_011,0.08939473330974579,0.9106053113937378,0.9999427795410156,0.0035557395312935114,0.9996281862258911,0.4041685163974762
repl0017_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0017_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-pixart,False,YouTube-real_00180_011,0.09252758324146271,0.9074724316596985,0.9999442100524902,0.003258033422753215,0.9996815919876099,0.33493325114250183
repl0017_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0017_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-pixart,False,YouTube-real_00180_011,0.0904352217912674,0.9095647931098938,0.9999456405639648,0.003445979207754135,0.9997069239616394,0.320972204208374
repl0018_clean,C:\My_Project\AIGC\v815_replication_set\repl0018_clean.jpg,1,0,none,DF40-cdf-pixart,False,YouTube-real_00062_276,0.08160309493541718,0.9183968901634216,0.9999948740005493,0.0009190618875436485,0.9999803304672241,0.09393052756786346
repl0018_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0018_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-pixart,False,YouTube-real_00062_276,0.0789303258061409,0.9210696816444397,0.9999970197677612,0.0006750073516741395,0.9999876022338867,0.09984108805656433
repl0018_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0018_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-pixart,False,YouTube-real_00062_276,0.08292356878519058,0.9170764088630676,0.9999938011169434,0.0010018827160820365,0.9999740123748779,0.12945003807544708
repl0018_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0018_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-pixart,False,YouTube-real_00062_276,0.08350104093551636,0.9164989590644836,0.9999938011169434,0.0011304450454190373,0.999976634979248,0.11974162608385086
repl0018_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0018_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-pixart,False,YouTube-real_00062_276,0.08089582622051239,0.9191042184829712,0.999995231628418,0.0009191029821522534,0.9999821186065674,0.09536239504814148
repl0019_clean,C:\My_Project\AIGC\v815_replication_set\repl0019_clean.jpg,1,0,none,DF40-cdf-ddim,False,YouTube-real_00142_362,0.12438949197530746,0.8756105303764343,0.9997593760490417,0.43180227279663086,0.9997784495353699,0.5964819192886353
repl0019_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0019_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-ddim,False,YouTube-real_00142_362,0.09813477843999863,0.9018651843070984,0.9993798732757568,0.6898699998855591,0.999437153339386,0.9738095998764038
repl0019_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0019_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-ddim,False,YouTube-real_00142_362,0.1266922652721405,0.8733077049255371,0.9997383952140808,0.4724884033203125,0.9997491240501404,0.7574387192726135
repl0019_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0019_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-ddim,False,YouTube-real_00142_362,0.13381026685237885,0.8661897778511047,0.9996613264083862,0.5427306890487671,0.9996869564056396,0.7676238417625427
repl0019_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0019_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-ddim,False,YouTube-real_00142_362,0.11870507895946503,0.8812949061393738,0.9998098015785217,0.4429878890514374,0.9998117089271545,0.7065663933753967
repl0020_clean,C:\My_Project\AIGC\v815_replication_set\repl0020_clean.jpg,1,0,none,DF40-cdf-ddim,False,Celeb-real_id33_0003_378,0.12433091551065445,0.8756691217422485,0.9998825788497925,0.10833115130662918,0.99986732006073,0.46732667088508606
repl0020_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0020_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-ddim,False,Celeb-real_id33_0003_378,0.10943807661533356,0.8905619382858276,0.9998809099197388,0.6701915860176086,0.9998936653137207,0.9759372472763062
repl0020_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0020_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-ddim,False,Celeb-real_id33_0003_378,0.13002152740955353,0.8699784278869629,0.9998705387115479,0.0968463346362114,0.9998412132263184,0.4888043999671936
repl0020_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0020_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-ddim,False,Celeb-real_id33_0003_378,0.1261785626411438,0.8738214373588562,0.9998365640640259,0.14382438361644745,0.9997991919517517,0.5912835597991943
repl0020_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0020_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-ddim,False,Celeb-real_id33_0003_378,0.11845067888498306,0.8815492987632751,0.9998421669006348,0.3802656829357147,0.9998470544815063,0.8312286138534546
repl0021_clean,C:\My_Project\AIGC\v815_replication_set\repl0021_clean.jpg,1,0,none,DF40-cdf-DiT,False,27717,0.10061246901750565,0.899387538433075,0.9997648596763611,0.04625139385461807,0.9994589686393738,0.561894953250885
repl0021_smoothing_medium,C:\My_Project\AIGC\v815_replication_set\repl0021_smoothing_medium.jpg,1,1,smoothing_medium,DF40-cdf-DiT,False,27717,0.09802395105361938,0.9019760489463806,0.9995334148406982,0.39233502745628357,0.9993932247161865,0.9823560118675232
repl0021_whitening_medium,C:\My_Project\AIGC\v815_replication_set\repl0021_whitening_medium.jpg,1,1,whitening_medium,DF40-cdf-DiT,False,27717,0.10484571009874344,0.8951542973518372,0.9997938275337219,0.026605384424328804,0.9993826150894165,0.5638469457626343
repl0021_eye_enlarging,C:\My_Project\AIGC\v815_replication_set\repl0021_eye_enlarging.jpg,1,1,eye_enlarging,DF40-cdf-DiT,False,27717,0.10785427689552307,0.8921456933021545,0.9996540546417236,0.042822353541851044,0.9990455508232117,0.5636398792266846
repl0021_face_reshaping,C:\My_Project\AIGC\v815_replication_set\repl0021_face_reshaping.jpg,1,1,face_reshaping,DF40-cdf-DiT,False,27717,0.10110565274953842,0.8988943696022034,0.9996789693832397,0.06157425045967102,0.999273955821991,0.6701256632804871
